1	16k
1	16k
0.96	16k
1	16k
1	16k
0.98	16k
0.95	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.8	16k
1	16k
0.98	16k
1	16k
0.99	16k
0.99	16k
0.17	16k
0.03	16k
0.82	16k
0.26	16k
1	16k
0.82	16k
0.46	16k
0.4	16k
0.45	16k
0.96	16k
0.47	16k
0.72	16k
0.74	16k
0.6	16k
0.59	16k
1	16k
0.61	16k
1	16k
1	16k
0.64	16k
1	16k
0.68	16k
1	16k
1	16k
0.74	16k
1	16k
1	16k
0.9	16k
1	16k
1	16k
1	16k
0.92	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.48	16k
1	16k
0.39	16k
1	16k
1	16k
1	16k
1	16k
0.97	16k
0.97	16k
1	16k
1	16k
0.42	16k
1	16k
1	16k
1	16k
1	16k
0.88	16k
1	16k
1	16k
1	16k
1	16k
0.71	16k
1	16k
1	16k
0.41	16k
1	16k
0.29	16k
1	16k
1	16k
1	16k
0.57	16k
1	16k
1	16k
0.98	16k
1	16k
1	16k
0.77	16k
0.96	16k
1	16k
1	16k
0.98	16k
1	16k
0.99	16k
1	16k
0.99	16k
0.87	16k
0.95	16k
1	16k
0.41	16k
0.54	16k
0.97	16k
1	16k
0.92	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.98	16k
1	16k
1	16k
0.83	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.37	16k
1	16k
1	16k
0.46	16k
1	16k
0.95	16k
0.55	16k
0.97	16k
0.98	16k
1	16k
1	16k
0.99	16k
0.66	16k
1	16k
0.98	16k
1	16k
1	16k
1	16k
0.64	16k
0.92	16k
1	16k
0.68	16k
0.76	16k
0.41	16k
0.79	16k
1	16k
0.76	16k
1	16k
0.42	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.78	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.74	16k
0.63	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.61	16k
1	16k
0.61	16k
0.99	16k
1	16k
1	16k
1	16k
0.31	16k
0.9	16k
0.95	16k
1	16k
1	16k
1	16k
0.98	16k
1	16k
1	16k
1	16k
0.45	16k
0.85	16k
1	16k
0.96	16k
1	16k
0.85	16k
0.86	16k
1	16k
0.67	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.52	16k
1	16k
1	16k
1	16k
1	16k
0.35	16k
0.33	16k
1	16k
0.52	16k
0.28	16k
0.98	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.43	16k
0.89	16k
0.61	16k
1	16k
0.94	16k
1	16k
1	16k
1	16k
0.93	16k
0.96	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.83	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.7	16k
0.51	16k
1	16k
1	16k
1	16k
1	16k
0.97	16k
0.55	16k
0.74	16k
0.63	16k
0.42	16k
0.49	16k
0.49	16k
0.58	16k
0.48	16k
0.55	16k
0.83	16k
0.63	16k
0.63	16k
0.38	16k
0.29	16k
0.6	16k
0.37	16k
0.43	16k
0.38	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.92	16k
1	16k
0.47	16k
1	16k
1	16k
0.74	16k
1	16k
0.6	16k
1	16k
0.89	16k
0.77	16k
1	16k
1	16k
0.93	16k
0.97	16k
0.35	16k
0.99	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.8	16k
0.51	16k
1	16k
1	16k
0.78	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.15	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.63	16k
1	16k
0.79	16k
0.91	16k
1	16k
1	16k
1	16k
0.66	16k
0.87	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.73	16k
1	16k
0.37	16k
0.77	16k
0.81	16k
0.89	16k
0.98	16k
0.99	16k
0.29	16k
0.91	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.97	16k
1	16k
0.92	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.77	16k
1	16k
0.99	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.33	16k
0.95	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.92	16k
0.85	16k
1	16k
1	16k
1	16k
0.81	16k
0.93	16k
1	16k
0.98	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.98	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.98	16k
1	16k
0.59	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.66	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.4	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.99	16k
1	16k
1	16k
0.96	16k
1	16k
1	16k
1	16k
0.31	16k
1	16k
1	16k
0.86	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.76	16k
1	16k
1	16k
0.94	16k
1	16k
1	16k
0.38	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.81	16k
1	16k
0.99	16k
0.78	16k
1	16k
1	16k
1	16k
1	16k
0.59	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.77	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.66	16k
1	16k
1	16k
1	16k
0.98	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.89	16k
0.4	16k
0.7	16k
0.88	16k
0.39	16k
0.71	16k
0.99	16k
0.99	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.57	16k
0.96	16k
1	16k
1	16k
1	16k
0.99	16k
1	16k
0.42	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.98	16k
1	16k
1	16k
0.83	16k
0.93	16k
0.97	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.99	16k
1	16k
1	16k
0.99	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.88	16k
0.86	16k
1	16k
1	16k
0.91	16k
1	16k
1	16k
1	16k
0.96	16k
1	16k
1	16k
0.99	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.99	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.74	16k
0.66	16k
1	16k
1	16k
0.94	16k
1	16k
1	16k
0.64	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.89	16k
1	16k
1	16k
1	16k
1	16k
0.39	16k
0.46	16k
1	16k
0.79	16k
0.98	16k
0.97	16k
1	16k
0.8	16k
1	16k
0.85	16k
0.4	16k
1	16k
0.99	16k
0.78	16k
0.67	16k
1	16k
0.95	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.99	16k
1	16k
0.85	16k
0.99	16k
0.56	16k
0.5	16k
0.65	16k
0.03	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.67	16k
0.49	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.91	16k
1	16k
1	16k
1	16k
0.9	16k
1	16k
1	16k
0.98	16k
1	16k
1	16k
1	16k
0.65	16k
1	16k
1	16k
1	16k
0.94	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.81	16k
1	16k
0.45	16k
1	16k
1	16k
1	16k
1	16k
0.8	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.89	16k
1	16k
1	16k
0.99	16k
1	16k
1	16k
1	16k
0.69	16k
1	16k
1	16k
1	16k
0.82	16k
0.99	16k
0.93	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.92	16k
0.92	16k
0.98	16k
0.99	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.99	16k
0.98	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.89	16k
0.75	16k
0.98	16k
0.99	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.85	16k
0.9	16k
0.84	16k
0.97	16k
1	16k
0.99	16k
0.72	16k
1	16k
1	16k
0.89	16k
1	16k
1	16k
1	16k
1	16k
0.81	16k
0.46	16k
1	16k
1	16k
1	16k
0.75	16k
0.99	16k
1	16k
0.75	16k
0.94	16k
0.42	16k
0.85	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.74	16k
1	16k
0.89	16k
0.99	16k
0.5	16k
0.91	16k
1	16k
1	16k
0.97	16k
0.39	16k
1	16k
0.77	16k
1	16k
0.85	16k
1	16k
1	16k
1	16k
1	16k
0.38	16k
0.89	16k
0.41	16k
0.99	16k
1	16k
1	16k
0.21	16k
1	16k
0.15	16k
0.94	16k
0.43	16k
1	16k
0.51	16k
1	16k
1	16k
1	16k
1	16k
0.99	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.8	16k
1	16k
1	16k
0.65	16k
0.33	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.99	16k
1	16k
1	16k
1	16k
0.52	16k
1	16k
0.82	16k
0.97	16k
0.99	16k
1	16k
1	16k
0.73	16k
1	16k
1	16k
1	16k
1	16k
1	16k
1	16k
0.63	16k
0.89	16k
0.95	16k
1	16k
1	16k
1	16k
0.97	16k
0.65	16k
0.74	16k
1	16k
