1	0.5397	internal	sim
1	0.5178	all	sim
1	0.8228	internal	sim
1	0.7894	all	sim
1	0.7177	internal	sim
1	0.6886	all	sim
2	0.4956	internal	sim
2	0.4754	all	sim
2	0.5526	internal	sim
2	0.5302	all	sim
2	1.1456	internal	sim
2	1.0991	all	sim
2	0.9266	internal	sim
2	0.8890	all	sim
2	0.4305	internal	sim
2	0.4130	all	sim
2	0.6897	internal	sim
2	0.6617	all	sim
3	0.4775	internal	sim
3	0.4581	all	sim
3	0.4520	internal	sim
3	0.4336	all	sim
3	0.5973	internal	sim
3	0.5731	all	sim
3	0.5771	internal	sim
3	0.5537	all	sim
3	0.7829	internal	sim
3	0.7511	all	sim
3	4.4046	internal	sim
3	4.2258	all	sim
3	0.5942	internal	sim
3	0.5701	all	sim
3	0.6888	internal	sim
3	0.6609	all	sim
3	0.6294	internal	sim
3	0.6039	all	sim
3	0.5469	internal	sim
3	0.5247	all	sim
3	0.9600	internal	sim
3	0.9210	all	sim
3	1.0282	internal	sim
3	0.9865	all	sim
4	0.4897	internal	sim
4	0.4698	all	sim
4	0.3777	internal	sim
4	0.3624	all	sim
4	0.4514	internal	sim
4	0.4331	all	sim
4	0.9769	internal	sim
4	0.9372	all	sim
4	0.6041	internal	sim
4	0.5795	all	sim
4	0.8508	internal	sim
4	0.8162	all	sim
4	0.6779	internal	sim
4	0.6504	all	sim
4	0.5812	internal	sim
4	0.5576	all	sim
4	1.1159	internal	sim
4	1.0706	all	sim
4	1.0257	internal	sim
4	0.9840	all	sim
4	0.9215	internal	sim
4	0.8841	all	sim
4	1.7370	internal	sim
4	1.6665	all	sim
4	0.2973	internal	sim
4	0.2853	all	sim
4	0.7921	internal	sim
4	0.7599	all	sim
4	1.2078	internal	sim
4	1.1587	all	sim
4	0.3952	internal	sim
4	0.3791	all	sim
4	1.6709	internal	sim
4	1.6031	all	sim
4	3.8160	internal	sim
4	3.6611	all	sim
4	0.9357	internal	sim
4	0.8977	all	sim
4	0.5682	internal	sim
4	0.5451	all	sim
4	0.7313	internal	sim
4	0.7017	all	sim
4	0.7017	internal	sim
4	0.6732	all	sim
4	0.3400	internal	sim
4	0.3262	all	sim
4	0.8525	internal	sim
4	0.8179	all	sim
5	0.5885	internal	sim
5	0.5646	all	sim
5	2.0034	internal	sim
5	1.9220	all	sim
5	0.5472	internal	sim
5	0.5250	all	sim
5	0.4804	internal	sim
5	0.4609	all	sim
5	1.0346	internal	sim
5	0.9926	all	sim
5	0.4514	internal	sim
5	0.4331	all	sim
5	8.7668	internal	sim
5	8.4109	all	sim
5	0.6046	internal	sim
5	0.5801	all	sim
5	1.3743	internal	sim
5	1.3185	all	sim
5	0.5577	internal	sim
5	0.5351	all	sim
5	1.6813	internal	sim
5	1.6131	all	sim
5	1.0402	internal	sim
5	0.9980	all	sim
5	1.3358	internal	sim
5	1.2816	all	sim
5	0.4277	internal	sim
5	0.4103	all	sim
5	1.0586	internal	sim
5	1.0157	all	sim
5	0.7080	internal	sim
5	0.6792	all	sim
5	0.5865	internal	sim
5	0.5627	all	sim
5	0.7643	internal	sim
5	0.7332	all	sim
5	3.0497	internal	sim
5	2.9259	all	sim
5	2.8319	internal	sim
5	2.7170	all	sim
5	0.7445	internal	sim
5	0.7143	all	sim
5	0.3285	internal	sim
5	0.3152	all	sim
5	0.5069	internal	sim
5	0.4863	all	sim
5	0.7683	internal	sim
5	0.7371	all	sim
5	2.9097	internal	sim
5	2.7916	all	sim
5	3.5326	internal	sim
5	3.3892	all	sim
5	2.1886	internal	sim
5	2.0997	all	sim
5	0.9224	internal	sim
5	0.8850	all	sim
5	0.7683	internal	sim
5	0.7371	all	sim
5	1.2988	internal	sim
5	1.2461	all	sim
5	1.0535	internal	sim
5	1.0108	all	sim
5	2.8588	internal	sim
5	2.7427	all	sim
5	0.2749	internal	sim
5	0.2637	all	sim
5	0.5872	internal	sim
5	0.5634	all	sim
5	7.1275	internal	sim
5	6.8381	all	sim
5	9.3471	internal	sim
5	8.9676	all	sim
5	0.7444	internal	sim
5	0.7142	all	sim
5	0.4410	internal	sim
5	0.4231	all	sim
5	0.6192	internal	sim
5	0.5941	all	sim
5	0.9663	internal	sim
5	0.9271	all	sim
5	1.4075	internal	sim
5	1.3504	all	sim
5	0.7069	internal	sim
5	0.6782	all	sim
5	0.6797	internal	sim
5	0.6521	all	sim
5	1.2374	internal	sim
5	1.1871	all	sim
5	0.9281	internal	sim
5	0.8905	all	sim
5	2.3213	internal	sim
5	2.2271	all	sim
1	3.5024	internal	real
1	2.6029	all	real
1	0.6830	internal	real
1	0.5076	all	real
1	2.4338	internal	real
1	1.8087	all	real
2	0.9804	internal	real
2	0.7286	all	real
2	0.8875	internal	real
2	0.6596	all	real
2	1.0445	internal	real
2	0.7762	all	real
2	1.5093	internal	real
2	1.1217	all	real
2	1.0774	internal	real
2	0.8007	all	real
3	1.9854	internal	real
3	1.4755	all	real
3	1.0710	internal	real
3	0.7960	all	real
3	1.0412	internal	real
3	0.7738	all	real
3	1.0024	internal	real
3	0.7449	all	real
3	1.3525	internal	real
3	1.0051	all	real
3	1.8627	internal	real
3	1.3843	all	real
3	7.4057	internal	real
3	5.5037	all	real
3	1.6845	internal	real
3	1.2519	all	real
3	0.8870	internal	real
3	0.6592	all	real
3	1.8722	internal	real
3	1.3914	all	real
4	1.1002	internal	real
4	0.8177	all	real
4	1.3064	internal	real
4	0.9709	all	real
4	1.2711	internal	real
4	0.9446	all	real
4	4.0667	internal	real
4	3.0222	all	real
4	0.9980	internal	real
4	0.7417	all	real
4	0.7625	internal	real
4	0.5667	all	real
4	0.9857	internal	real
4	0.7326	all	real
4	0.9734	internal	real
4	0.7234	all	real
4	1.1532	internal	real
4	0.8570	all	real
4	1.1200	internal	real
4	0.8323	all	real
4	2.7205	internal	real
4	2.0218	all	real
4	1.5547	internal	real
4	1.1554	all	real
4	1.1996	internal	real
4	0.8915	all	real
4	1.5047	internal	real
4	1.1182	all	real
4	1.6950	internal	real
4	1.2597	all	real
4	0.8248	internal	real
4	0.6130	all	real
4	1.7365	internal	real
4	1.2905	all	real
4	0.7665	internal	real
4	0.5697	all	real
4	0.9030	internal	real
4	0.6711	all	real
5	1.2953	internal	real
5	0.9626	all	real
5	1.1118	internal	real
5	0.8263	all	real
5	2.4620	internal	real
5	1.8297	all	real
5	1.3056	internal	real
5	0.9703	all	real
5	0.9894	internal	real
5	0.7353	all	real
5	6.6725	internal	real
5	4.9588	all	real
5	5.2170	internal	real
5	3.8771	all	real
5	0.9986	internal	real
