0.0182531	.4177	0	p0010
0.311728	.687	0	p0014
0.16387	.7346	0	p0004
0.0622098	.4084	0	p0030
0.119174	.5506	0	p0023
0.173124	.6735	0	p0001
0.0604033	.5266	0	p0016
0.0750599	.5191	0	p0006
0.107889	.5487	0	p0013
0.208329	.4692	0	p0009
0.166227	.5714	0	p0000
0.111666	.493	0	p0021
0.280137	.5389	0	p0027
0.178733	.5159	0	p0005
0.181722	.5694	0	p0028
0.153427	.3873	0	p0003
0.168793	.6082	0	p0018
0.0413122	.4987	0	p0031
0.441765	.8103	0	p0025
0.0302989	.4253	0	p0019
0.241329	.6195	0	p0029
0.13733	.5441	0	p0017
0.24015	.5257	0	p0026
0.181079	.5339	0	p0011
0.188832	.6036	0	p0008
0.138259	.5897	0	p0015
0.164815	.6236	0	p0012
0.484493	.7404	0	p0022
0.360405	.694	0	p0020
0.0541155	.4548	0	p0002
0.251368	.642	0	p0007
0.331534	.7626	0	p0024
0.0905611	.5693	0	p0040
0.0730635	.5624	0	p0043
0.0784218	.5245	0	p0036
0.128499	.5548	0	p0041
0.0532832	.5964	0	p0034
0.112735	.4559	0	p0047
0.106246	.4237	0	p0032
0.138138	.5806	0	p0046
0.154188	.6129	0	p0037
0.185847	.5685	0	p0035
0.151538	.6143	0	p0048
0.0936139	.5894	0	p0039
0.240979	.6394	0	p0044
0.0853098	.6268	0	p0033
0.131661	.4935	0	p0060
0.0475958	.3964	0	p0042
0.100529	.5716	0	p0045
0.131462	.6302	0	p0055
0.167836	.572	0	p0052
0.0802697	.5961	0	p0059
0.140163	.569	0	p0051
0.116867	.6065	0	p0056
0.138248	.6112	0	p0058
0.134655	.656	0	p0050
0.0290807	.4008	0	p0064
0.0300389	.4234	0	p0063
0.0450256	.4769	0	p0061
0.223769	.7024	0	p0038
0.176614	.6362	0	p0062
0.216653	.6212	0	p0054
0.119874	.5234	0	p0057
0.0519884	.4807	0	p0049
0.171906	.4278	0	p0068
0.209432	.6021	0	p0066
0.240762	.6276	0	p0065
0.0920859	.4981	0	p0072
0.0946317	.5749	0	p0070
0.0951656	.422	0	p0071
0.0859702	.5816	0	p0081
0.183088	.6625	0	p0067
0.117545	.5666	0	p0086
0.446434	.6533	0	p0074
0.0837189	.5817	0	p0076
0.0680709	.5874	0	p0077
0.112389	.5823	0	p0080
0.445194	.6944	0	p0073
0.312303	.5663	0	p0085
0.287352	.5743	0	p0087
0.302022	.5475	0	p0084
0.0428726	.5574	0	p0078
0.37533	.6448	0	p0075
0.254597	.5718	0	p0090
0.487811	.7385	0	p0082
0.247123	.5827	0	p0091
0.37068	.6905	0	p0083
0.0312897	.4611	0	p0079
0.298695	.6731	0	p0069
0.175807	.6439	0	p0088
0.172808	.6883	0	p0093
0.415277	.7327	0	p0089
0.110721	.5558	0	p0092
0.299116	.6212	0	p0094
0.359523	.6624	0	p0096
0.321826	.735	0	p0095
0.673077	1	0	p0109
0.133336	.6585	0	p0097
0.0899661	.4293	0	p0100
0.175774	.6714	0	p0098
0.117579	.3811	0	p0104
0.0514476	.5354	0	p0103
0.233887	.6882	0	p0099
0.164822	.5084	0	p0108
0.126505	.5909	0	p0111
0.304517	.6947	0	p0101
0.292687	.6796	0	p0107
0.087787	.6213	0	p0110
0.0686087	.6073	0	p0116
0.275619	.6561	0	p0105
0.167347	.485	0	p0119
0.214571	.6569	0	p0121
0.138259	.6248	0	p0106
0.327123	.6402	0	p0102
0.0754328	.5933	0	p0113
0.244974	.5275	0	p0123
0.135182	.6354	0	p0112
0.1122	.4577	0	p0125
0.337287	.6493	0	p0114
0.168863	.5738	0	p0124
0.519214	.8551	0	p0115
0.147412	.6312	0	p0117
0.339156	.6865	0	p0122
0.266469	.5974	0	p0128
0.425304	.6769	0	p0120
0.256435	.627	0	p0129
0.341175	.6398	0	p0126
0.0712111	.5317	0	p0130
0.0962025	.5327	0	p0138
0.155877	.7103	0	p0142
0.184851	.4662	0	p0133
0.535692	.7979	0	p0131
0.180979	.6379	0	p0145
0.416934	.7141	0	p0136
0.441108	.8419	0	p0134
0.0642926	.4063	0	p0144
0.344236	.6628	0	p0140
0.0906741	.5285	0	p0141
