id	observed	expected
G002085315	p__	p__PVC_group
G902522915	p__	p__Proteobacteria
G000817095	p__	p__Terrabacteria_group
G902574775	p__	p__Proteobacteria
G002690045	p__	p__Proteobacteria
G001790955	p__	p__Nitrospinae/Tectomicrobia_group
G000718255	p__	p__Terrabacteria_group
G003215315	p__	p__Terrabacteria_group
G900100285	p__	p__Proteobacteria
G003335355	p__	p__Terrabacteria_group
G900046455	p__	p__Terrabacteria_group
G001791635	p__	p__Parcubacteria_group
G000091545	p__	p__Terrabacteria_group
G000225705	p__	p__Terrabacteria_group
G011042035	p__	p__Proteobacteria
G000632455	p__	p__Proteobacteria
G002418215	p__	p__Terrabacteria_group
G000196135	p__	p__Proteobacteria
G001269985	p__	p__Proteobacteria
G007785795	p__	p__Proteobacteria
G004803475	p__	p__Proteobacteria
G902586885	p__	p__Proteobacteria
G001458175	p__	p__Proteobacteria
G002010195	p__	p__Euryarchaeota
G001627845	p__	p__SAR324_cluster
G009299835	p__	p__Terrabacteria_group
G012927745	p__	p__Proteobacteria
G001307855	p__	p__Proteobacteria
G001705225	p__	p__Proteobacteria
G001307545	p__	p__Terrabacteria_group
G001799505	p__	p__Proteobacteria
G001771065	p__	p__Proteobacteria
G001647675	p__	p__Proteobacteria
G001469165	p__	p__Proteobacteria
G000008385	p__	p__Proteobacteria
G003215555	p__	p__Terrabacteria_group
G000012005	p__	p__Proteobacteria
G900111605	p__	p__Proteobacteria
G902574205	p__	p__FCB_group
G000725405	p__	p__Terrabacteria_group
G000423665	p__	p__Terrabacteria_group
G902158745	p__	p__Euryarchaeota
G002719115	p__	p__FCB_group
G902587185	p__	p__Terrabacteria_group
G012275365	p__	p__Proteobacteria
G000411515	p__	p__Proteobacteria
G000312045	p__	p__Proteobacteria
G003864455	p__	p__Terrabacteria_group
G000241465	p__	p__Proteobacteria
G001306115	p__	p__Terrabacteria_group
G000023605	p__	p__Proteobacteria
G001575095	p__	p__Proteobacteria
G001552615	p__	p__Terrabacteria_group
G002104675	p__	p__Terrabacteria_group
G004011885	p__	p__Proteobacteria
G002968095	p__	p__Proteobacteria
G000296695	p__	p__Proteobacteria
G006969625	p__	p__Proteobacteria
G003173055	p__	p__Proteobacteria
G000550785	p__	p__Terrabacteria_group
G000762845	p__	p__Proteobacteria
G000233655	p__	p__Terrabacteria_group
G000013985	p__	p__Proteobacteria
G000745915	p__	p__Terrabacteria_group
G001896715	p__	p__Stenosarchaea_group
G902593625	p__	p__Proteobacteria
G001005265	p__	p__Terrabacteria_group
G001653075	p__	p__Terrabacteria_group
G001817585	p__	p__Parcubacteria_group
G000276685	p__	p__Proteobacteria
G000259485	p__	p__Proteobacteria
G001829835	p__	p__Proteobacteria
G000445475	p__	p__Proteobacteria
G000195935	p__	p__Euryarchaeota
G001302565	p__	p__Terrabacteria_group
G000354175	p__	p__Proteobacteria
G000497425	p__	p__Terrabacteria_group
G012978615	p__	p__Proteobacteria
G000759855	p__	p__Terrabacteria_group
G000526715	p__	p__Proteobacteria
G009931615	p__	p__Proteobacteria
G000010665	p__	p__Proteobacteria
G011057365	p__	p__Terrabacteria_group
G011048075	p__	p__Terrabacteria_group
G000733935	p__	p__Proteobacteria
G001601215	p__	p__Proteobacteria
G001586215	p__	p__Terrabacteria_group
G902588625	p__	p__Proteobacteria
G001871905	p__	p__Proteobacteria
G900170035	p__	p__Proteobacteria
G001042695	p__	p__Terrabacteria_group
G001582545	p__	p__Proteobacteria
G001038505	p__	p__Proteobacteria
G001640365	p__	p__Proteobacteria
G001682255	p__	p__Terrabacteria_group
G900108575	p__	p__Proteobacteria
G000010305	p__	p__FCB_group
G000760375	p__	p__Terrabacteria_group
G000196295	p__	p__Proteobacteria
G001858025	p__	p__Terrabacteria_group
G900149785	p__	p__Terrabacteria_group
G001812345	p__	p__Terrabacteria_group
G000504185	p__	p__Proteobacteria
G001871165	p__	p__Parcubacteria_group
G000768335	p__	p__Proteobacteria
G001873715	p__	p__Proteobacteria
G003343725	p__	p__Terrabacteria_group
G001602645	p__	p__Stenosarchaea_group
G000091325	p__	p__Proteobacteria
G000214175	p__	p__Terrabacteria_group
G001577715	p__	p__Proteobacteria
G003594875	p__	p__Terrabacteria_group
G000385435	p__	p__Proteobacteria
G008633865	p__	p__Proteobacteria
G004217445	p__	p__Proteobacteria
G001787485	p__	p__Candidatus_Peregrinibacteria
G001690255	p__	p__Proteobacteria
G003367595	p__	p__Proteobacteria
G003590775	p__	p__Proteobacteria
G000173555	p__	p__Terrabacteria_group
G000964305	p__	p__Terrabacteria_group
G902534325	p__	p__Proteobacteria
G001510085	p__	p__Proteobacteria
G001797505	p__	p__Proteobacteria
G002401195	p__	p__Proteobacteria
G000209655	p__	p__Proteobacteria
G000172375	p__	p__Proteobacteria
G000744995	p__	p__Proteobacteria
G000024765	p__	p__Proteobacteria
G000270285	p__	p__Terrabacteria_group
G900169485	p__	p__Terrabacteria_group
G001433455	p__	p__Euryarchaeota
G000156215	p__	p__Terrabacteria_group
G000633935	p__	p__Proteobacteria
G001464125	p__	p__Proteobacteria
G001791555	p__	p__Parcubacteria_group
G009779135	p__	p__Proteobacteria
G002753505	p__	p__Proteobacteria
G000091305	p__	p__Terrabacteria_group
G012926505	p__	p__Proteobacteria
G000307915	p__	p__Terrabacteria_group
G000092865	p__	p__Terrabacteria_group
G000156595	p__	p__Terrabacteria_group
G000719955	p__	p__Terrabacteria_group
G001484685	p__	p__Euryarchaeota
G009937255	p__	p__Terrabacteria_group
G000299915	p__	p__Proteobacteria
G902827015	p__	p__Proteobacteria
G000297435	p__	p__Terrabacteria_group
G011335005	p__	p__candidate_division_CPR3
G002795425	p__	p__Proteobacteria
G001643585	p__	p__Terrabacteria_group
G000341695	p__	p__Terrabacteria_group
G000334455	p__	p__Terrabacteria_group
G000308495	p__	p__Terrabacteria_group
G011773515	p__	p__Proteobacteria
G000312105	p__	p__Terrabacteria_group
G009184365	p__	p__Proteobacteria
G001507935	p__	p__Euryarchaeota
G000223985	p__	p__Proteobacteria
G009833495	p__	p__Proteobacteria
G000430725	p__	p__Proteobacteria
G001439025	p__	p__Terrabacteria_group
G001679005	p__	p__Proteobacteria
G005889135	p__	p__Terrabacteria_group
G010993745	p__	p__Terrabacteria_group
G000527155	p__	p__Terrabacteria_group
G001897475	p__	p__Proteobacteria
G000163775	p__	p__Proteobacteria
G001797785	p__	p__Proteobacteria
G001772455	p__	p__Terrabacteria_group
G000222125	p__	p__Proteobacteria
G000168275	p__	p__Proteobacteria
G011089965	p__	p__Proteobacteria
G002839505	p__	p__Candidatus_Peregrinibacteria
G000754275	p__	p__Proteobacteria
G001770575	p__	p__Proteobacteria
G000317575	p__	p__Terrabacteria_group
G001312805	p__	p__Proteobacteria
G003122205	p__	p__Proteobacteria
G000706645	p__	p__Proteobacteria
G002010305	p__	p__Euryarchaeota
G000744435	p__	p__Proteobacteria
G900097235	p__	p__Terrabacteria_group
G000733855	p__	p__Proteobacteria
G000170915	p__	p__Proteobacteria
G000635575	p__	p__Terrabacteria_group
G900177775	p__	p__Proteobacteria
G004329715	p__	p__Proteobacteria
G000509875	p__	p__Proteobacteria
G011056555	p__	p__FCB_group
G002010215	p__	p__Euryarchaeota
G000284295	p__	p__Terrabacteria_group
G000011305	p__	p__Terrabacteria_group
G000717715	p__	p__Terrabacteria_group
G000212335	p__	p__Proteobacteria
G000284155	p__	p__Proteobacteria
G000992765	p__	p__Parcubacteria_group
G002238485	p__	p__Terrabacteria_group
G000175215	p__	p__Proteobacteria
G004795735	p__	p__Terrabacteria_group
G001750925	p__	p__Proteobacteria
G000073005	p__	p__Proteobacteria
G011046735	p__	p__Proteobacteria
G000373925	p__	p__Terrabacteria_group
G002728965	p__	p__Proteobacteria
G000617865	p__	p__Proteobacteria
G001975945	p__	p__Proteobacteria
G000013765	p__	p__Proteobacteria
G000321165	p__	p__Terrabacteria_group
G000214825	p__	p__Proteobacteria
G000601485	p__	p__Proteobacteria
G000154705	p__	p__Proteobacteria
G000772395	p__	p__Proteobacteria
G000092425	p__	p__Terrabacteria_group
G003170075	p__	p__Stenosarchaea_group
G000525635	p__	p__Terrabacteria_group
G007004765	p__	p__Proteobacteria
G000517425	p__	p__Proteobacteria
G003596335	p__	p__Proteobacteria
G902605885	p__	p__Proteobacteria
G001584765	p__	p__Terrabacteria_group
G001556185	p__	p__Proteobacteria
G000496075	p__	p__Proteobacteria
G000015045	p__	p__Proteobacteria
G000020685	p__	p__Terrabacteria_group
G002791595	p__	p__FCB_group
G902525415	p__	p__Proteobacteria
G003212795	p__	p__OCS116_cluster
G000759655	p__	p__Proteobacteria
G902521955	p__	p__Terrabacteria_group
G000422985	p__	p__Proteobacteria
G001424265	p__	p__Proteobacteria
G001306095	p__	p__Terrabacteria_group
G001771345	p__	p__Terrabacteria_group
G001603845	p__	p__Proteobacteria
G900198645	p__	p__Proteobacteria
G000758825	p__	p__Terrabacteria_group
G004138485	p__	p__Proteobacteria
G009497875	p__	p__Proteobacteria
G009992445	p__	p__Proteobacteria
G000719335	p__	p__Terrabacteria_group
G001306135	p__	p__Terrabacteria_group
G000826105	p__	p__Proteobacteria
G000384595	p__	p__Proteobacteria
G000012565	p__	p__Proteobacteria
G001872545	p__	p__Parcubacteria_group
G001521855	p__	p__Terrabacteria_group
G900108055	p__	p__Terrabacteria_group
G005240105	p__	p__Terrabacteria_group
G003977665	p__	p__Proteobacteria
G011440275	p__	p__Terrabacteria_group
G000964795	p__	p__Proteobacteria
G001679105	p__	p__Proteobacteria
G001629515	p__	p__Proteobacteria
G900116625	p__	p__Proteobacteria
G001787565	p__	p__Candidatus_Peregrinibacteria
G000018245	p__	p__Proteobacteria
G003559575	p__	p__Proteobacteria
G001304225	p__	p__FCB_group
G001798185	p__	p__Proteobacteria
G002087015	p__	p__Terrabacteria_group
G003725995	p__	p__Terrabacteria_group
G001818105	p__	p__Parcubacteria_group
G001050255	p__	p__Terrabacteria_group
G000520515	p__	p__Terrabacteria_group
G000323785	p__	p__Proteobacteria
G000372025	p__	p__Terrabacteria_group
G000378465	p__	p__Proteobacteria
G006716425	p__	p__Terrabacteria_group
G000355765	p__	p__Proteobacteria
G000328705	p__	p__Terrabacteria_group
G000192435	p__	p__Terrabacteria_group
G900113925	p__	p__Proteobacteria
G000262305	p__	p__Proteobacteria
G000384075	p__	p__Proteobacteria
G000374145	p__	p__Proteobacteria
G011055945	p__	p__Terrabacteria_group
G001626995	p__	p__Proteobacteria
G000014705	p__	p__Proteobacteria
G011370065	p__	p__Terrabacteria_group
G004353515	p__	p__Proteobacteria
G000166135	p__	p__Terrabacteria_group
G000718325	p__	p__Terrabacteria_group
G001750165	p__	p__Proteobacteria
G001423425	p__	p__Proteobacteria
G001941945	p__	p__Proteobacteria
G002010075	p__	p__Stenosarchaea_group
G001464715	p__	p__Proteobacteria
G000242615	p__	p__Acidobacteria
G001797745	p__	p__Proteobacteria
G000223375	p__	p__Proteobacteria
G000685215	p__	p__Proteobacteria
G000465555	p__	p__Proteobacteria
G000143145	p__	p__Proteobacteria
G000013605	p__	p__Proteobacteria
G902530635	p__	p__Proteobacteria
G004377135	p__	p__Terrabacteria_group
G000346595	p__	p__Proteobacteria
G006739055	p__	p__Proteobacteria
G000931935	p__	p__Proteobacteria
G000740015	p__	p__Proteobacteria
G000317305	p__	p__Terrabacteria_group
G000429105	p__	p__Terrabacteria_group
G000183345	p__	p__Proteobacteria
G900143635	p__	p__Proteobacteria
G000203895	p__	p__Proteobacteria
G000443165	p__	p__Proteobacteria
G000485905	p__	p__Proteobacteria
G001644475	p__	p__Terrabacteria_group
G900174585	p__	p__Proteobacteria
G012027595	p__	p__Euryarchaeota
G000025205	p__	p__Terrabacteria_group
G002296665	p__	p__Proteobacteria
G001830725	p__	p__Proteobacteria
G000174355	p__	p__Proteobacteria
G000682755	p__	p__Proteobacteria
G000318015	p__	p__Proteobacteria
G002068835	p__	p__Acidobacteria
G009783195	p__	p__Proteobacteria
G000297135	p__	p__Proteobacteria
G000069785	p__	p__Proteobacteria
G002050125	p__	p__Terrabacteria_group
G007995215	p__	p__Proteobacteria
G001817055	p__	p__Parcubacteria_group
G002931055	p__	p__Terrabacteria_group
G009016505	p__	p__Terrabacteria_group
G002070785	p__	p__FCB_group
G000282995	p__	p__Proteobacteria
G900101345	p__	p__Proteobacteria
G002011165	p__	p__Euryarchaeota
G002895025	p__	p__Proteobacteria
G000757865	p__	p__Terrabacteria_group
G001768925	p__	p__Proteobacteria
G000333455	p__	p__Proteobacteria
G012272825	p__	p__Proteobacteria
G001468085	p__	p__Proteobacteria
G009844745	p__	p__Terrabacteria_group
G000240505	p__	p__Terrabacteria_group
G001932795	p__	p__Proteobacteria
G001801635	p__	p__Proteobacteria
G001817305	p__	p__Parcubacteria_group
G000426365	p__	p__Proteobacteria
G013002705	p__	p__Terrabacteria_group
G900111395	p__	p__Proteobacteria
G000015505	p__	p__Proteobacteria
G000988095	p__	p__Proteobacteria
G000877395	p__	p__Proteobacteria
G000013085	p__	p__Proteobacteria
G001854765	p__	p__Proteobacteria
G002747395	p__	p__Proteobacteria
G000763785	p__	p__Proteobacteria
G000963885	p__	p__Proteobacteria
G000741215	p__	p__Terrabacteria_group
G000017265	p__	p__Proteobacteria
G001873905	p__	p__Proteobacteria
G000176855	p__	p__Proteobacteria
G012840965	p__	p__Proteobacteria
G000422665	p__	p__Proteobacteria
G000972865	p__	p__Proteobacteria
G900700355	p__	p__Terrabacteria_group
G010024885	p__	p__Proteobacteria
G000252525	p__	p__SAR86_cluster
G001797695	p__	p__Proteobacteria
G000158595	p__	p__Terrabacteria_group
G001278035	p__	p__Proteobacteria
G000297775	p__	p__Proteobacteria
G002839995	p__	p__Proteobacteria
G000350105	p__	p__Terrabacteria_group
G004337705	p__	p__Terrabacteria_group
G012357415	p__	p__Proteobacteria
G000177535	p__	p__Terrabacteria_group
G000422965	p__	p__Proteobacteria
G001620305	p__	p__Terrabacteria_group
G902632495	p__	p__Proteobacteria
G000482865	p__	p__Terrabacteria_group
G000485295	p__	p__Proteobacteria
G000021725	p__	p__Proteobacteria
G900120415	p__	p__Terrabacteria_group
G002796345	p__	p__Proteobacteria
G001510335	p__	p__Terrabacteria_group
G000023745	p__	p__Proteobacteria
G000383315	p__	p__Terrabacteria_group
G902547955	p__	p__Proteobacteria
G003364125	p__	p__Proteobacteria
G001315665	p__	p__Terrabacteria_group
G000327045	p__	p__Proteobacteria
G000341795	p__	p__Terrabacteria_group
G001574695	p__	p__Proteobacteria
G000723425	p__	p__Terrabacteria_group
G001818735	p__	p__Parcubacteria_group
G001693255	p__	p__Terrabacteria_group
G000227525	p__	p__Proteobacteria
G001789035	p__	p__Candidatus_Peregrinibacteria
G000482805	p__	p__Terrabacteria_group
G003576705	p__	p__Proteobacteria
G001787465	p__	p__Candidatus_Peregrinibacteria
G001783185	p__	p__Parcubacteria_group
G001562115	p__	p__Proteobacteria
G002733465	p__	p__Proteobacteria
G001865575	p__	p__Proteobacteria
G000763295	p__	p__Proteobacteria
G902586695	p__	p__Proteobacteria
G000421265	p__	p__Proteobacteria
G002717445	p__	p__Proteobacteria
G003210975	p__	p__Terrabacteria_group
G001887285	p__	p__Terrabacteria_group
G001922265	p__	p__Terrabacteria_group
G001619695	p__	p__Proteobacteria
G000520015	p__	p__Proteobacteria
G900142085	p__	p__Proteobacteria
G000507845	p__	p__Proteobacteria
G003215635	p__	p__Terrabacteria_group
G001932735	p__	p__Proteobacteria
G008807075	p__	p__Terrabacteria_group
G001497255	p__	p__Proteobacteria
G000006725	p__	p__Proteobacteria
G001310815	p__	p__Proteobacteria
G000689615	p__	p__Proteobacteria
G000423205	p__	p__Terrabacteria_group
G000816495	p__	p__Proteobacteria
G002796565	p__	p__Terrabacteria_group
G000015725	p__	p__Proteobacteria
G009921385	p__	p__Proteobacteria
G000259175	p__	p__Proteobacteria
G002278935	p__	p__Proteobacteria
G003229915	p__	p__Terrabacteria_group
G001629435	p__	p__Proteobacteria
G000996965	p__	p__Parcubacteria_group
G000161835	p__	p__Proteobacteria
G007129495	p__	p__Terrabacteria_group
G000429225	p__	p__Terrabacteria_group
G002742285	p__	p__Proteobacteria
G000973625	p__	p__Proteobacteria
G000429005	p__	p__Proteobacteria
G902635615	p__	p__SAR86_cluster
G000253175	p__	p__Proteobacteria
G900112345	p__	p__Terrabacteria_group
G900129455	p__	p__Terrabacteria_group
G004535785	p__	p__Proteobacteria
G000013745	p__	p__Proteobacteria
G000466945	p__	p__Proteobacteria
G009392875	p__	p__Terrabacteria_group
G000022005	p__	p__Proteobacteria
G009697115	p__	p__Terrabacteria_group
G001543265	p__	p__Proteobacteria
G000011405	p__	p__Proteobacteria
G000473085	p__	p__Proteobacteria
G003695165	p__	p__Terrabacteria_group
G000177615	p__	p__Terrabacteria_group
G001775355	p__	p__FCB_group
G000711225	p__	p__Proteobacteria
G902524845	p__	p__Proteobacteria
G000344615	p__	p__Proteobacteria
G001788835	p__	p__Candidatus_Peregrinibacteria
G000378225	p__	p__Proteobacteria
G001817495	p__	p__Parcubacteria_group
G001695855	p__	p__Proteobacteria
G011333005	p__	p__Terrabacteria_group
G007280195	p__	p__Proteobacteria
G000324005	p__	p__Proteobacteria
G000314935	p__	p__Proteobacteria
G000435475	p__	p__Terrabacteria_group
G000317225	p__	p__Terrabacteria_group
G902160675	p__	p__Proteobacteria
G013002715	p__	p__Terrabacteria_group
G011047295	p__	p__Terrabacteria_group
G001262035	p__	p__Proteobacteria
G001572725	p__	p__Proteobacteria
G000384495	p__	p__Terrabacteria_group
G003599855	p__	p__Terrabacteria_group
G010975005	p__	p__Proteobacteria
G001567115	p__	p__PVC_group
G000519065	p__	p__Proteobacteria
G001771695	p__	p__Terrabacteria_group
G900099475	p__	p__Proteobacteria
G902536655	p__	p__Proteobacteria
G000763765	p__	p__Terrabacteria_group
G003989735	p__	p__Proteobacteria
G001775365	p__	p__FCB_group
G007197775	p__	p__Proteobacteria
G001054195	p__	p__Terrabacteria_group
G000159155	p__	p__Terrabacteria_group
G001643775	p__	p__Terrabacteria_group
G000760175	p__	p__Terrabacteria_group
G000518805	p__	p__Proteobacteria
G012974445	p__	p__Proteobacteria
G001817115	p__	p__Parcubacteria_group
G000437435	p__	p__Terrabacteria_group
G001679345	p__	p__Proteobacteria
G004963865	p__	p__Proteobacteria
G002284915	p__	p__Terrabacteria_group
G000284415	p__	p__Proteobacteria
G000576045	p__	p__Proteobacteria
G011308835	p__	p__Proteobacteria
G012103375	p__	p__Proteobacteria
G001054945	p__	p__Terrabacteria_group
G000316645	p__	p__Terrabacteria_group
G001481755	p__	p__Terrabacteria_group
G000179815	p__	p__Proteobacteria
G900111055	p__	p__Proteobacteria
G001050375	p__	p__Proteobacteria
G002695035	p__	p__Proteobacteria
G000213935	p__	p__Terrabacteria_group
G002335425	p__	p__Terrabacteria_group
G000008345	p__	p__Terrabacteria_group
G900130015	p__	p__Proteobacteria
G000152065	p__	p__Terrabacteria_group
G002149925	p__	p__Proteobacteria
G001791295	p__	p__Parcubacteria_group
G004213355	p__	p__Candidatus_Dadabacteria
G005882595	p__	p__Terrabacteria_group
G000340865	p__	p__Proteobacteria
G000612485	p__	p__Proteobacteria
G001314225	p__	p__Terrabacteria_group
G006569185	p__	p__Terrabacteria_group
G000447205	p__	p__Proteobacteria
G001021025	p__	p__Terrabacteria_group
G000190555	p__	p__Terrabacteria_group
G000824785	p__	p__Proteobacteria
G006152065	p__	p__Terrabacteria_group
G003163455	p__	p__Euryarchaeota
G000421325	p__	p__Proteobacteria
G001321835	p__	p__Proteobacteria
G001683985	p__	p__Proteobacteria
