id	observed	expected
G001427385	p__	p__Proteobacteria
G003222305	p__	p__Acidobacteria
G007954265	p__	p__Proteobacteria
G900155525	p__	p__Proteobacteria
G000308635	p__	p__Terrabacteria_group
G001953195	p__	p__Proteobacteria
G000741845	p__	p__Terrabacteria_group
G002713145	p__	p__Proteobacteria
G000732945	p__	p__Terrabacteria_group
G001314745	p__	p__Proteobacteria
G005954645	p__	p__Terrabacteria_group
G000341735	p__	p__Proteobacteria
G003153495	p__	p__Proteobacteria
G007830255	p__	p__Proteobacteria
G000011805	p__	p__Proteobacteria
G011388305	p__	p__FCB_group
G009994635	p__	p__Parcubacteria_group
G003113335	p__	p__Terrabacteria_group
G001701025	p__	p__Terrabacteria_group
G000274045	p__	p__Proteobacteria
G005883215	p__	p__Terrabacteria_group
G000980655	p__	p__Proteobacteria
G000300275	p__	p__Proteobacteria
G902506605	p__	p__Proteobacteria
G001455825	p__	p__Terrabacteria_group
G001429255	p__	p__Terrabacteria_group
G001784615	p__	p__Terrabacteria_group
G007859215	p__	p__Terrabacteria_group
G001932875	p__	p__Proteobacteria
G002691205	p__	p__Proteobacteria
G001957125	p__	p__Proteobacteria
G902589295	p__	p__Terrabacteria_group
G001709345	p__	p__Proteobacteria
G900196725	p__	p__Stenosarchaea_group
G902627495	p__	p__Proteobacteria
G000974765	p__	p__Proteobacteria
G002730365	p__	p__Proteobacteria
G004402485	p__	p__Terrabacteria_group
G001311945	p__	p__Terrabacteria_group
G001001305	p__	p__Parcubacteria_group
G001788995	p__	p__Candidatus_Peregrinibacteria
G004212735	p__	p__SAR116_cluster
G002239045	p__	p__Terrabacteria_group
G001822975	p__	p__Parcubacteria_group
G001724275	p__	p__FCB_group
G003223455	p__	p__FCB_group
G902536555	p__	p__Terrabacteria_group
G002002625	p__	p__Proteobacteria
G002502245	p__	p__Stenosarchaea_group
G001790985	p__	p__Parcubacteria_group
G000379445	p__	p__Proteobacteria
G001466725	p__	p__Proteobacteria
G000716675	p__	p__Terrabacteria_group
G000813345	p__	p__Proteobacteria
G004342005	p__	p__Proteobacteria
G003260355	p__	p__candidate_division_SR1
G008692525	p__	p__Proteobacteria
G000013705	p__	p__Proteobacteria
G900550445	p__	p__Proteobacteria
G000314675	p__	p__Proteobacteria
G001791695	p__	p__Parcubacteria_group
G000970465	p__	p__Proteobacteria
G001770015	p__	p__Proteobacteria
G902544065	p__	p__Proteobacteria
G003598175	p__	p__PVC_group
G000433235	p__	p__Proteobacteria
G001643955	p__	p__Proteobacteria
G001805815	p__	p__PVC_group
G000280015	p__	p__Proteobacteria
G002325245	p__	p__Terrabacteria_group
G900107695	p__	p__Proteobacteria
G000420265	p__	p__Proteobacteria
G000979185	p__	p__Stenosarchaea_group
G000426605	p__	p__Terrabacteria_group
G008534395	p__	p__Proteobacteria
G004356475	p__	p__Terrabacteria_group
G010025915	p__	p__Terrabacteria_group
G011048615	p__	p__Terrabacteria_group
G001873755	p__	p__Candidatus_Wirthbacteria
G000319245	p__	p__Proteobacteria
G000026125	p__	p__Proteobacteria
G001656125	p__	p__Proteobacteria
G000817115	p__	p__Terrabacteria_group
G000226315	p__	p__Proteobacteria
G001020985	p__	p__Terrabacteria_group
G001790825	p__	p__Parcubacteria_group
G001783645	p__	p__Parcubacteria_group
G001000025	p__	p__Parcubacteria_group
G000147815	p__	p__Terrabacteria_group
G000697965	p__	p__Proteobacteria
G000830885	p__	p__Terrabacteria_group
G000981705	p__	p__Proteobacteria
G902557965	p__	p__SAR86_cluster
G004347735	p__	p__Proteobacteria
G002703265	p__	p__Terrabacteria_group
G001936115	p__	p__Terrabacteria_group
G001444405	p__	p__Proteobacteria
G011047885	p__	p__Proteobacteria
G005879725	p__	p__Terrabacteria_group
G006547045	p__	p__Proteobacteria
G001687335	p__	p__Proteobacteria
G900696625	p__	p__Terrabacteria_group
G000242715	p__	p__Terrabacteria_group
G000015585	p__	p__Proteobacteria
G000017785	p__	p__Proteobacteria
G001788915	p__	p__Candidatus_Peregrinibacteria
G000964365	p__	p__Proteobacteria
G000269605	p__	p__Terrabacteria_group
G001294685	p__	p__Proteobacteria
G000978935	p__	p__Stenosarchaea_group
G005217835	p__	p__Terrabacteria_group
G001797335	p__	p__Proteobacteria
G002030045	p__	p__FCB_group
G004006015	p__	p__Terrabacteria_group
G001870485	p__	p__Proteobacteria
G001818135	p__	p__Parcubacteria_group
G001421705	p__	p__Proteobacteria
G000422405	p__	p__Terrabacteria_group
G000156115	p__	p__Proteobacteria
G002355335	p__	p__Proteobacteria
G000422825	p__	p__Terrabacteria_group
G006716115	p__	p__Terrabacteria_group
G001499755	p__	p__Proteobacteria
G005298075	p__	p__Terrabacteria_group
G000422745	p__	p__Terrabacteria_group
G000522445	p__	p__Nitrospinae/Tectomicrobia_group
G001187555	p__	p__Proteobacteria
G000324265	p__	p__Proteobacteria
G001577555	p__	p__Stenosarchaea_group
G011368195	p__	p__Terrabacteria_group
G001464795	p__	p__Proteobacteria
G000427445	p__	p__Proteobacteria
G900011245	p__	p__Proteobacteria
G001421505	p__	p__Proteobacteria
G003931875	p__	p__Terrabacteria_group
G001483865	p__	p__Proteobacteria
G001021495	p__	p__Terrabacteria_group
G000688295	p__	p__Proteobacteria
G001043175	p__	p__Proteobacteria
G000995295	p__	p__Candidatus_Peregrinibacteria
G001879105	p__	p__Terrabacteria_group
G001981245	p__	p__Proteobacteria
G000472425	p__	p__Proteobacteria
G902607555	p__	p__SAR86_cluster
G000421445	p__	p__Terrabacteria_group
G009783245	p__	p__Terrabacteria_group
G000014585	p__	p__Terrabacteria_group
G000620045	p__	p__Proteobacteria
G003491635	p__	p__Terrabacteria_group
G001956915	p__	p__Terrabacteria_group
G001937155	p__	p__Proteobacteria
G001587605	p__	p__Stenosarchaea_group
G000186425	p__	p__Proteobacteria
G000981505	p__	p__Proteobacteria
G000308675	p__	p__Terrabacteria_group
G004564375	p__	p__Terrabacteria_group
G902550295	p__	p__Proteobacteria
G000008525	p__	p__Proteobacteria
G001483845	p__	p__Proteobacteria
G011106855	p__	p__Proteobacteria
G000427095	p__	p__Terrabacteria_group
G001678465	p__	p__Proteobacteria
G001467765	p__	p__Proteobacteria
G000488275	p__	p__Proteobacteria
G004555545	p__	p__Proteobacteria
G000720455	p__	p__Terrabacteria_group
G003594885	p__	p__Terrabacteria_group
G000724755	p__	p__Proteobacteria
G003387225	p__	p__Proteobacteria
G000975115	p__	p__Terrabacteria_group
G001873945	p__	p__Candidatus_Desantisbacteria
G001509255	p__	p__Stenosarchaea_group
G000420285	p__	p__Proteobacteria
G001798945	p__	p__Proteobacteria
G009838845	p__	p__FCB_group
G000179395	p__	p__Terrabacteria_group
G009193265	p__	p__Proteobacteria
G002771435	p__	p__Candidatus_Peregrinibacteria
G002937505	p__	p__Proteobacteria
G001583415	p__	p__Terrabacteria_group
G011751895	p__	p__Terrabacteria_group
G900142425	p__	p__Proteobacteria
G001625365	p__	p__Terrabacteria_group
G000718025	p__	p__Terrabacteria_group
G009392775	p__	p__Terrabacteria_group
G000969605	p__	p__Proteobacteria
G001767865	p__	p__Proteobacteria
G000686005	p__	p__Proteobacteria
G000421745	p__	p__Terrabacteria_group
G002312035	p__	p__Terrabacteria_group
G001484605	p__	p__Terrabacteria_group
G001421665	p__	p__Proteobacteria
G001953215	p__	p__Proteobacteria
G000376105	p__	p__Proteobacteria
G001011155	p__	p__Proteobacteria
G001795335	p__	p__Terrabacteria_group
G000023405	p__	p__Terrabacteria_group
G003645585	p__	p__Proteobacteria
G000091465	p__	p__Proteobacteria
G900044015	p__	p__ant,_tsetse,_mealybug,_aphid,_etc._endosymbionts
G008363385	p__	p__Acidobacteria
G001795155	p__	p__Terrabacteria_group
G001802615	p__	p__Proteobacteria
G902613805	p__	p__Proteobacteria
G001818435	p__	p__Parcubacteria_group
G000023245	p__	p__Terrabacteria_group
G000734035	p__	p__Euryarchaeota
G002798115	p__	p__Proteobacteria
G000747155	p__	p__Proteobacteria
G000324145	p__	p__Proteobacteria
G000421165	p__	p__Proteobacteria
G000418365	p__	p__Terrabacteria_group
G001049355	p__	p__Terrabacteria_group
G002532535	p__	p__Terrabacteria_group
G000423085	p__	p__Terrabacteria_group
G000422245	p__	p__Proteobacteria
G011393335	p__	p__Terrabacteria_group
G001646865	p__	p__Terrabacteria_group
G900109735	p__	p__Proteobacteria
G900111105	p__	p__Proteobacteria
G001886435	p__	p__Proteobacteria
G011388795	p__	p__Acidobacteria
G000613845	p__	p__Proteobacteria
G000342165	p__	p__Proteobacteria
G000092645	p__	p__Terrabacteria_group
G000316665	p__	p__Terrabacteria_group
G000717345	p__	p__Terrabacteria_group
G000296445	p__	p__Terrabacteria_group
G001458315	p__	p__Proteobacteria
G001787635	p__	p__Candidatus_Peregrinibacteria
G001715285	p__	p__Proteobacteria
G009827635	p__	p__Proteobacteria
G901411515	p__	p__Terrabacteria_group
G000434775	p__	p__Terrabacteria_group
G000746585	p__	p__Proteobacteria
G001580615	p__	p__Proteobacteria
G000243395	p__	p__Terrabacteria_group
G002068915	p__	p__Parcubacteria_group
G000007525	p__	p__Terrabacteria_group
G000423505	p__	p__Terrabacteria_group
G001405375	p__	p__Terrabacteria_group
G000934545	p__	p__Proteobacteria
G002790455	p__	p__Parcubacteria_group
G000768345	p__	p__Proteobacteria
G002238905	p__	p__Proteobacteria
G000376585	p__	p__Proteobacteria
G001292585	p__	p__Proteobacteria
G004364865	p__	p__Terrabacteria_group
G001952075	p__	p__Proteobacteria
G900163755	p__	p__Proteobacteria
G004339015	p__	p__Proteobacteria
G005887915	p__	p__Proteobacteria
G003858455	p__	p__Terrabacteria_group
G000756415	p__	p__Proteobacteria
G000735365	p__	p__Proteobacteria
G001552375	p__	p__Terrabacteria_group
G000286435	p__	p__Proteobacteria
G002791975	p__	p__candidate_division_WWE3
G000143085	p__	p__Proteobacteria
G000471645	p__	p__Proteobacteria
G001292625	p__	p__Proteobacteria
G003278345	p__	p__Terrabacteria_group
G000154145	p__	p__Proteobacteria
G002238725	p__	p__Proteobacteria
G000420665	p__	p__Proteobacteria
G009391935	p__	p__Terrabacteria_group
G003142035	p__	p__Terrabacteria_group
G000735515	p__	p__Proteobacteria
G000091785	p__	p__Proteobacteria
G001799015	p__	p__Proteobacteria
G000733125	p__	p__Proteobacteria
G001894965	p__	p__Terrabacteria_group
G000956525	p__	p__Terrabacteria_group
G000754505	p__	p__Terrabacteria_group
G000146065	p__	p__FCB_group
G000312205	p__	p__Terrabacteria_group
G001804345	p__	p__PVC_group
G000519125	p__	p__Proteobacteria
G000315055	p__	p__Proteobacteria
G001829625	p__	p__Proteobacteria
G000498575	p__	p__Proteobacteria
G010672165	p__	p__Terrabacteria_group
G900101465	p__	p__Terrabacteria_group
G001919995	p__	p__Terrabacteria_group
G009841605	p__	p__Terrabacteria_group
G001420995	p__	p__Terrabacteria_group
G001907205	p__	p__Proteobacteria
G001304345	p__	p__Terrabacteria_group
G001807575	p__	p__Terrabacteria_group
G010021475	p__	p__Proteobacteria
G001411495	p__	p__Proteobacteria
G000190755	p__	p__Proteobacteria
G009363595	p__	p__Proteobacteria
G000276965	p__	p__Proteobacteria
G900696215	p__	p__Proteobacteria
G004356715	p__	p__Proteobacteria
G000964385	p__	p__Proteobacteria
G900446595	p__	p__Proteobacteria
G000496595	p__	p__Proteobacteria
G001899365	p__	p__Terrabacteria_group
G000195295	p__	p__Proteobacteria
G000195895	p__	p__Stenosarchaea_group
G001294535	p__	p__Proteobacteria
G902781465	p__	p__Proteobacteria
G006226225	p__	p__Proteobacteria
G000740455	p__	p__Proteobacteria
G002796065	p__	p__Candidatus_Peregrinibacteria
G004323845	p__	p__Proteobacteria
G011046365	p__	p__FCB_group
G000477935	p__	p__Terrabacteria_group
G010025385	p__	p__Proteobacteria
G000763385	p__	p__Terrabacteria_group
G003072645	p__	p__Proteobacteria
G002840685	p__	p__Terrabacteria_group
G000299895	p__	p__Proteobacteria
G010031245	p__	p__Terrabacteria_group
G001508355	p__	p__FCB_group
G001871235	p__	p__Parcubacteria_group
G007375735	p__	p__Candidatus_Peregrinibacteria
G001888095	p__	p__Stenosarchaea_group
G000422785	p__	p__Proteobacteria
G000264335	p__	p__Proteobacteria
G001311825	p__	p__Proteobacteria
G001797895	p__	p__Proteobacteria
G000193225	p__	p__Proteobacteria
G000758775	p__	p__Terrabacteria_group
G000373005	p__	p__Proteobacteria
G000935025	p__	p__Proteobacteria
G001767955	p__	p__Proteobacteria
G003838235	p__	p__Stenosarchaea_group
G004684205	p__	p__Proteobacteria
G001442535	p__	p__Proteobacteria
G001418035	p__	p__Proteobacteria
G001873045	p__	p__PVC_group
G900102905	p__	p__Proteobacteria
G000935165	p__	p__Proteobacteria
G000233535	p__	p__Terrabacteria_group
G902597455	p__	p__Terrabacteria_group
G009773395	p__	p__Proteobacteria
G001865855	p__	p__Terrabacteria_group
G001818835	p__	p__Parcubacteria_group
G008933635	p__	p__Proteobacteria
G003350345	p__	p__Proteobacteria
G013001905	p__	p__Proteobacteria
G000378025	p__	p__Proteobacteria
G002050235	p__	p__Proteobacteria
G001683555	p__	p__Stenosarchaea_group
G001303185	p__	p__Parcubacteria_group
G000815225	p__	p__Proteobacteria
G012960035	p__	p__Proteobacteria
G000244995	p__	p__Proteobacteria
G000332295	p__	p__Terrabacteria_group
G000319385	p__	p__Proteobacteria
G000622425	p__	p__Proteobacteria
G001801495	p__	p__Proteobacteria
G000615975	p__	p__Proteobacteria
G000760695	p__	p__Terrabacteria_group
G000364605	p__	p__Terrabacteria_group
G000964245	p__	p__Proteobacteria
G001418715	p__	p__Euryarchaeota
G902632385	p__	p__FCB_group
G902518965	p__	p__SAR116_cluster
G004137085	p__	p__Proteobacteria
G002583555	p__	p__Terrabacteria_group
G000331595	p__	p__Proteobacteria
G011328795	p__	p__Proteobacteria
G001676225	p__	p__Proteobacteria
G000196515	p__	p__Terrabacteria_group
G000961655	p__	p__Proteobacteria
G000742095	p__	p__Proteobacteria
G000969925	p__	p__Stenosarchaea_group
G002162075	p__	p__Terrabacteria_group
G001913845	p__	p__Terrabacteria_group
G902776515	p__	p__Proteobacteria
G000813845	p__	p__Terrabacteria_group
G001437585	p__	p__Terrabacteria_group
G000332215	p__	p__Terrabacteria_group
G004361835	p__	p__Proteobacteria
G009380135	p__	p__Proteobacteria
G001512385	p__	p__Stenosarchaea_group
G000013145	p__	p__Proteobacteria
G002255905	p__	p__Proteobacteria
G001509795	p__	p__Terrabacteria_group
G000321415	p__	p__Proteobacteria
G001895085	p__	p__Proteobacteria
G009708035	p__	p__Proteobacteria
G000696365	p__	p__Proteobacteria
G000224765	p__	p__SAR324_cluster
G000382265	p__	p__Proteobacteria
G005888095	p__	p__Proteobacteria
G002840675	p__	p__Terrabacteria_group
G000194625	p__	p__Euryarchaeota
G000312385	p__	p__Terrabacteria_group
G001005085	p__	p__Terrabacteria_group
G000184745	p__	p__Proteobacteria
G003217735	p__	p__Proteobacteria
G001205715	p__	p__Proteobacteria
G000585375	p__	p__Terrabacteria_group
G001685465	p__	p__Proteobacteria
G003201205	p__	p__Proteobacteria
G000970345	p__	p__Proteobacteria
G000323565	p__	p__Proteobacteria
G900141795	p__	p__Proteobacteria
G001644565	p__	p__Terrabacteria_group
G000158915	p__	p__Terrabacteria_group
G000314895	p__	p__Proteobacteria
G000968085	p__	p__Proteobacteria
G009922685	p__	p__Proteobacteria
G000695055	p__	p__Proteobacteria
G001600985	p__	p__Proteobacteria
G001464355	p__	p__Proteobacteria
G000196655	p__	p__Stenosarchaea_group
G000316575	p__	p__Terrabacteria_group
G000010525	p__	p__Proteobacteria
G001202035	p__	p__Proteobacteria
G011526085	p__	p__Proteobacteria
G001687365	p__	p__Proteobacteria
G001873565	p__	p__Candidatus_Peregrinibacteria
G009268125	p__	p__Terrabacteria_group
G000428785	p__	p__Proteobacteria
G001437675	p__	p__SAR86_cluster
G000416315	p__	p__Proteobacteria
G000513735	p__	p__Proteobacteria
G003229815	p__	p__Proteobacteria
G902586925	p__	p__SAR86_cluster
G000423325	p__	p__Proteobacteria
G000607225	p__	p__Proteobacteria
G000420425	p__	p__Terrabacteria_group
G001899335	p__	p__Terrabacteria_group
G001000505	p__	p__Parcubacteria_group
G000160435	p__	p__Proteobacteria
G004349225	p__	p__Terrabacteria_group
G000263355	p__	p__Proteobacteria
G000018145	p__	p__Proteobacteria
G000316685	p__	p__Terrabacteria_group
G002070355	p__	p__Parcubacteria_group
G009845255	p__	p__FCB_group
G004134805	p__	p__Terrabacteria_group
G003166175	p__	p__Terrabacteria_group
G001794945	p__	p__Terrabacteria_group
G000226565	p__	p__Proteobacteria
G000010205	p__	p__Proteobacteria
G900129875	p__	p__Proteobacteria
G000291825	p__	p__Terrabacteria_group
G003217255	p__	p__Proteobacteria
G003151115	p__	p__Terrabacteria_group
G004964325	p__	p__Proteobacteria
G000022885	p__	p__Proteobacteria
G000741285	p__	p__Terrabacteria_group
G002017865	p__	p__Proteobacteria
G000402815	p__	p__FCB_group
G009783055	p__	p__Acidobacteria
G000701925	p__	p__Proteobacteria
G000014225	p__	p__Proteobacteria
G000253015	p__	p__Proteobacteria
G000444995	p__	p__Proteobacteria
G001678055	p__	p__Terrabacteria_group
G003576745	p__	p__Parcubacteria_group
G002746425	p__	p__Proteobacteria
G000615525	p__	p__Proteobacteria
G001602695	p__	p__Stenosarchaea_group
G001189955	p__	p__Proteobacteria
G000424785	p__	p__Terrabacteria_group
G001467745	p__	p__Proteobacteria
G000420465	p__	p__Proteobacteria
G003995005	p__	p__Proteobacteria
G000013005	p__	p__Proteobacteria
G000709775	p__	p__Proteobacteria
G900107585	p__	p__Proteobacteria
G001425465	p__	p__Proteobacteria
G009838735	p__	p__Terrabacteria_group
G001021935	p__	p__Proteobacteria
G002718095	p__	p__Terrabacteria_group
G005881135	p__	p__Terrabacteria_group
G001293165	p__	p__Proteobacteria
G001788805	p__	p__Candidatus_Peregrinibacteria
G000770795	p__	p__Proteobacteria
G003285565	p__	p__Terrabacteria_group
G000025345	p__	p__Terrabacteria_group
G001772385	p__	p__Terrabacteria_group
G002376725	p__	p__FCB_group
G000520555	p__	p__Terrabacteria_group
G003173335	p__	p__Stenosarchaea_group
G002773975	p__	p__Proteobacteria
G902622515	p__	p__SAR116_cluster
G000241345	p__	p__Terrabacteria_group
G000497405	p__	p__Terrabacteria_group
G900197605	p__	p__Proteobacteria
G008087055	p__	p__Proteobacteria
G005881825	p__	p__Terrabacteria_group
G003576595	p__	p__Proteobacteria
G900103145	p__	p__Proteobacteria
G900105655	p__	p__Proteobacteria
G902575455	p__	p__OMG_group
G000962825	p__	p__Terrabacteria_group
G001919845	p__	p__Terrabacteria_group
G000283655	p__	p__Proteobacteria
G000012325	p__	p__Proteobacteria
G000814865	p__	p__Terrabacteria_group
G000747075	p__	p__Proteobacteria
G001457715	p__	p__Proteobacteria
G001997265	p__	p__Proteobacteria
G003012745	p__	p__Proteobacteria
G000092365	p__	p__Terrabacteria_group
G011363785	p__	p__candidate_division_WOR-3
G000737945	p__	p__Terrabacteria_group
G001577025	p__	p__FCB_group
G001706385	p__	p__Terrabacteria_group
G000999965	p__	p__Candidatus_Peregrinibacteria
G000705255	p__	p__Proteobacteria
G000384935	p__	p__Proteobacteria
G000017645	p__	p__Proteobacteria
G000024225	p__	p__Terrabacteria_group
G001457795	p__	p__Terrabacteria_group
G009692115	p__	p__FCB_group
G002791435	p__	p__candidate_division_WWE3
G000696185	p__	p__Terrabacteria_group
G009371975	p__	p__Terrabacteria_group
G000195335	p__	p__Terrabacteria_group
G009692865	p__	p__Terrabacteria_group
G000427885	p__	p__Terrabacteria_group
G002400365	p__	p__Terrabacteria_group
G000226875	p__	p__Proteobacteria
G009377745	p__	p__Terrabacteria_group
G001467505	p__	p__Proteobacteria
G000204235	p__	p__Terrabacteria_group
G001303065	p__	p__Proteobacteria
G001797285	p__	p__Proteobacteria
G001321855	p__	p__Proteobacteria
G001829705	p__	p__Proteobacteria
G000188155	p__	p__Proteobacteria
G002780095	p__	p__Terrabacteria_group
G000953855	p__	p__Proteobacteria
G000184685	p__	p__Terrabacteria_group
G001791115	p__	p__Parcubacteria_group
G000195205	p__	p__Proteobacteria
G000317835	p__	p__Terrabacteria_group
G000169415	p__	p__Proteobacteria
G009392515	p__	p__Terrabacteria_group
G000515275	p__	p__Proteobacteria
G000198775	p__	p__Proteobacteria
G003012775	p__	p__Proteobacteria
G000336555	p__	p__Proteobacteria
G000024365	p__	p__Terrabacteria_group
G001548075	p__	p__Proteobacteria
G001771365	p__	p__Terrabacteria_group
G000711965	p__	p__Terrabacteria_group
G000350125	p__	p__Terrabacteria_group
G000374165	p__	p__Terrabacteria_group
G002011655	p__	p__Terrabacteria_group
G000236165	p__	p__Proteobacteria
G001791245	p__	p__Parcubacteria_group
G006517175	p__	p__Proteobacteria
G001876195	p__	p__Terrabacteria_group
G000015645	p__	p__Terrabacteria_group
G001918335	p__	p__Acidobacteria
G009828025	p__	p__Proteobacteria
G000767615	p__	p__Proteobacteria
G001632285	p__	p__Proteobacteria
G000332235	p__	p__Terrabacteria_group
G002943565	p__	p__Proteobacteria
G011764445	p__	p__Terrabacteria_group
G001871815	p__	p__PVC_group
G000590885	p__	p__Proteobacteria
G001942005	p__	p__Terrabacteria_group
G001917135	p__	p__Proteobacteria
G000013225	p__	p__Terrabacteria_group
G001439225	p__	p__Terrabacteria_group
G000252465	p__	p__Terrabacteria_group
G000013885	p__	p__Proteobacteria
G000151205	p__	p__Euryarchaeota
G000751075	p__	p__Proteobacteria
G000196615	p__	p__Proteobacteria
G000472805	p__	p__Proteobacteria
G003564215	p__	p__Terrabacteria_group
G003280055	p__	p__Terrabacteria_group
G000760735	p__	p__Terrabacteria_group
G001275345	p__	p__Terrabacteria_group
G000996735	p__	p__Parcubacteria_group
G001708935	p__	p__Proteobacteria
G000437635	p__	p__Proteobacteria
G000444565	p__	p__Proteobacteria
G000426925	p__	p__Terrabacteria_group
G001629415	p__	p__Proteobacteria
G000014965	p__	p__Proteobacteria
G001025155	p__	p__Terrabacteria_group
G010030575	p__	p__Proteobacteria
G902621855	p__	p__Proteobacteria
G003112435	p__	p__Proteobacteria
G001428765	p__	p__Terrabacteria_group
G000228725	p__	p__Proteobacteria
G003574215	p__	p__Proteobacteria
G010671975	p__	p__Terrabacteria_group
G000382645	p__	p__Proteobacteria
G000374005	p__	p__Proteobacteria
G003335215	p__	p__Proteobacteria
G004363215	p__	p__Stenosarchaea_group
G000019225	p__	p__Proteobacteria
G001513975	p__	p__Terrabacteria_group
G001778055	p__	p__Parcubacteria_group
G001438495	p__	p__SAR86_cluster
G001648675	p__	p__Proteobacteria
G000175415	p__	p__Terrabacteria_group
G001896725	p__	p__Stenosarchaea_group
G003634215	p__	p__Proteobacteria
G001304215	p__	p__Proteobacteria
G000965005	p__	p__Proteobacteria
G004010535	p__	p__Terrabacteria_group
G001632805	p__	p__Terrabacteria_group
G000996685	p__	p__Parcubacteria_group
G001799195	p__	p__Proteobacteria
G000024465	p__	p__SAR116_cluster
G011333425	p__	p__Terrabacteria_group
G000504245	p__	p__Terrabacteria_group
G000007185	p__	p__Euryarchaeota
G000970265	p__	p__Stenosarchaea_group
G001418005	p__	p__Proteobacteria
G003240835	p__	p__Proteobacteria
G000737595	p__	p__Terrabacteria_group
G001797515	p__	p__Proteobacteria
G000237145	p__	p__Terrabacteria_group
G900104045	p__	p__Proteobacteria
G000238375	p__	p__Proteobacteria
G000021705	p__	p__ant,_tsetse,_mealybug,_aphid,_etc._endosymbionts
G000430865	p__	p__Terrabacteria_group
G000454045	p__	p__Terrabacteria_group
G001661495	p__	p__Proteobacteria
G000265545	p__	p__Terrabacteria_group
G900163555	p__	p__Terrabacteria_group
G011772145	p__	p__Proteobacteria
G000621325	p__	p__Proteobacteria
G000378045	p__	p__Proteobacteria
G000376945	p__	p__Proteobacteria
G000687875	p__	p__Proteobacteria
G902544525	p__	p__Proteobacteria
G009699615	p__	p__Terrabacteria_group
G000970025	p__	p__Stenosarchaea_group
G000250675	p__	p__Terrabacteria_group
G000824825	p__	p__Proteobacteria
G002167745	p__	p__Proteobacteria
G009926865	p__	p__Proteobacteria
G000196875	p__	p__Proteobacteria
G001890385	p__	p__Proteobacteria
G001190945	p__	p__Terrabacteria_group
G002479745	p__	p__FCB_group
G001592185	p__	p__Proteobacteria
G001786505	p__	p__Terrabacteria_group
G011758565	p__	p__Terrabacteria_group
G902547615	p__	p__SAR86_cluster
G009842325	p__	p__Terrabacteria_group
G000722635	p__	p__Proteobacteria
G001014615	p__	p__Proteobacteria
G000011485	p__	p__Terrabacteria_group
G000497445	p__	p__Terrabacteria_group
G000979105	p__	p__Stenosarchaea_group
G000376665	p__	p__Terrabacteria_group
G008273775	p__	p__Proteobacteria
G000333015	p__	p__Terrabacteria_group
G003670475	p__	p__Terrabacteria_group
G001932955	p__	p__Proteobacteria
G000431835	p__	p__Proteobacteria
G002779855	p__	p__Proteobacteria
G004366385	p__	p__Terrabacteria_group
G003695105	p__	p__FCB_group
G003725695	p__	p__Terrabacteria_group
G001279585	p__	p__Terrabacteria_group
G005879655	p__	p__Terrabacteria_group
G001552095	p__	p__Terrabacteria_group
G900156605	p__	p__Proteobacteria
G000381125	p__	p__Proteobacteria
G001784275	p__	p__Parcubacteria_group
G902634405	p__	p__Terrabacteria_group
G001418655	p__	p__Terrabacteria_group
G000526215	p__	p__Terrabacteria_group
G001789125	p__	p__Candidatus_Peregrinibacteria
G000153465	p__	p__Proteobacteria
G001276605	p__	p__Proteobacteria
G000402755	p__	p__FCB_group
G000186245	p__	p__Proteobacteria
G001872685	p__	p__FCB_group
G001279725	p__	p__Terrabacteria_group
G000317475	p__	p__Terrabacteria_group
G002168075	p__	p__Proteobacteria
G003072045	p__	p__Proteobacteria
G000591415	p__	p__Proteobacteria
G001467785	p__	p__Proteobacteria
G902577425	p__	p__Proteobacteria
G000964915	p__	p__Proteobacteria
G902553445	p__	p__Proteobacteria
G009765685	p__	p__Proteobacteria
G008761635	p__	p__Terrabacteria_group
G000298175	p__	p__Terrabacteria_group
G900544565	p__	p__Proteobacteria
G001004885	p__	p__Parcubacteria_group
G010671965	p__	p__Terrabacteria_group
G002172695	p__	p__Proteobacteria
G003957265	p__	p__Terrabacteria_group
G001433395	p__	p__Proteobacteria
G000332585	p__	p__Terrabacteria_group
G008033425	p__	p__Proteobacteria
G000827125	p__	p__Proteobacteria
G007123335	p__	p__Terrabacteria_group
G000709815	p__	p__Proteobacteria
G001783095	p__	p__Parcubacteria_group
G000786105	p__	p__Proteobacteria
G002032965	p__	p__Proteobacteria
G000006605	p__	p__Terrabacteria_group
G003610435	p__	p__Proteobacteria
G010731535	p__	p__Terrabacteria_group
G900119495	p__	p__Terrabacteria_group
G011046145	p__	p__Parcubacteria_group
G000011905	p__	p__Terrabacteria_group
G900112475	p__	p__Proteobacteria
G902798535	p__	p__Proteobacteria
G000022365	p__	p__Euryarchaeota
G002238945	p__	p__Proteobacteria
G000696485	p__	p__Proteobacteria
G001005145	p__	p__Terrabacteria_group
G001873135	p__	p__Proteobacteria
G001525595	p__	p__Proteobacteria
G002718455	p__	p__Terrabacteria_group
G000442315	p__	p__Proteobacteria
G001908185	p__	p__Proteobacteria
G003003055	p__	p__Proteobacteria
G000020725	p__	p__Proteobacteria
G009258225	p__	p__Proteobacteria
G001598255	p__	p__Proteobacteria
G009184395	p__	p__Proteobacteria
G002783265	p__	p__Candidatus_Gracilibacteria
G000341165	p__	p__Terrabacteria_group
G001799255	p__	p__Proteobacteria
G001408335	p__	p__Terrabacteria_group
G000696095	p__	p__Proteobacteria
G902590205	p__	p__Proteobacteria
G000063525	p__	p__Terrabacteria_group
