01	0	001	100	.4434	.4984	.2718	.3032	.4
05	0	001	100	.63	.635	.39	.4378	.4975
07	0	001	100	.5928	.6343	.4321	.3978	.4917
06	0	001	100	.5658	.6118	.352	.4131	.5016
03	0	001	100	.4635	.5521	.3151	.3299	.4597
04	0	001	100	.5528	.5503	.392	.3534	.416
02	0	001	100	.5663	.5813	.2831	.5015	.5315
08	0	001	100	.594	.5695	.3924	.4022	.4293
10	0	001	100	.5013	.5489	.2055	.4586	.5113
09	0	001	100	.5035	.5366	.2671	.3396	.4245
01	0	002	100	.4623	.4525	.3443	.2484	.2908
05	0	002	100	.5888	.6091	.4315	.3131	.3939
07	0	002	100	.6226	.6529	.3554	.4396	.5082
06	0	002	100	.6931	.6931	.6138	.4158	.4158
03	0	002	100	.4267	.4667	.2773	.3378	.4176
02	0	002	100	.5472	.5314	.2642	.4451	.4639
04	0	002	100	.6449	.6546	.4734	.4048	.453
08	0	002	100	.4908	.5251	.343	.2816	.3868
10	0	002	100	.5682	.6313	.3232	.4332	.529
05	0	003	100	.45	.445	.255	.3184	.3234
09	0	002	100	.8568	.8926	.3376	.801	.8648
01	0	003	100	.4918	.5541	.2393	.4379	.5065
06	0	003	100	.5826	.595	.4798	.2733	.3665
07	0	003	100	.5565	.5702	.4242	.3187	.3846
02	0	003	100	.5776	.569	.431	.3152	.3123
05	0	004	100	.4404	.5505	.3486	.274	.4566
08	0	003	100	.554	.5085	.3523	.3909	.3938
03	0	003	100	.5547	.5973	.32	.4734	.516
10	0	003	100	.4152	.5215	.2506	.3266	.4709
04	0	003	100	.5335	.5526	.3636	.3246	.4057
01	0	004	100	.7677	.697	.303	.7416	.6711
09	0	003	100	.5657	.5783	.4268	.3073	.3678
06	0	004	100	.5513	.5769	.4199	.3099	.4121
05	0	005	100	.5327	.5879	.392	.315	.425
02	0	004	100	.5309	.5112	.3118	.3866	.4006
08	0	004	100	.611	.6274	.3233	.5191	.5546
07	0	004	100	.5907	.5907	.489	.326	.3726
10	0	004	100	.5156	.5365	.4115	.2935	.3403
03	0	004	100	.6158	.6361	.4555	.3832	.4264
01	0	005	100	.4697	.5091	.3394	.3112	.3958
04	0	004	100	.5472	.5708	.3632	.3624	.4541
09	0	004	100	.5553	.5823	.3145	.4559	.5074
05	0	006	100	.33	.4187	.1527	.3005	.4187
06	0	005	100	.6176	.627	.3574	.5062	.5687
07	0	005	100	.5027	.5216	.3081	.3747	.4313
02	0	005	100	.5446	.5159	.4013	.3333	.3651
08	0	005	100	.5652	.6033	.3098	.4553	.5068
10	0	005	100	.4712	.5576	.3246	.3029	.4543
03	0	005	100	.4545	.5895	.2893	.3049	.5357
01	0	006	100	.524	.508	.4249	.2357	.2484
04	0	005	100	.6081	.6461	.4489	.3436	.4526
05	0	007	100	.6071	.5765	.3571	.4365	.4264
09	0	005	100	.6658	.6861	.5392	.3308	.4192
06	0	006	100	.582	.5723	.418	.3141	.3718
07	0	006	100	.5435	.5543	.3886	.3062	.3794
10	0	006	100	.4278	.4698	.2966	.2906	.3665
02	0	006	100	.509	.5689	.3593	.2806	.4418
08	0	006	100	.6741	.6323	.5432	.4528	.4083
01	0	007	100	.6559	.6206	.5788	.3151	.2476
03	0	006	100	.5483	.5587	.3734	.3724	.4531
05	0	008	100	.607	.5821	.4279	.3663	.4356
04	0	006	100	.6396	.642	.4344	.4262	.5071
09	0	006	100	.4378	.4689	.3373	.2411	.3055
06	0	007	100	.5304	.5335	.2556	.4777	.4873
07	0	007	100	.4043	.484	.2739	.2361	.3846
02	0	007	100	.5154	.5278	.3457	.3015	.3938
05	0	009	100	.5166	.5071	.3697	.3679	.3349
01	0	008	100	.4908	.5	.3834	.2569	.3058
08	0	007	100	.6056	.6639	.3389	.4571	.5596
10	0	007	100	.94236	.92795	.3631	.92529	.91667
03	0	007	100	.6613	.6293	.552	.3032	.3617
06	0	008	100	.6678	.6507	.5205	.4212	.4349
04	0	007	100	.5356	.5356	.3661	.3627	.3897
09	0	007	100	.5686	.5833	.4755	.2738	.2983
05	0	010	100	.4928	.5407	.3254	.3333	.4143
07	0	008	100	.5014	.5664	.3442	.3	.4324
01	0	009	100	.587	.6646	.2671	.4551	.5913
02	0	008	100	.477	.5201	.2902	.3524	.4241
08	0	008	100	.4906	.5337	.3801	.2742	.3871
10	0	008	100	.5829	.6231	.4271	.391	.4536
03	0	008	100	.5531	.6267	.406	.3696	.5136
06	0	009	100	.5776	.5963	.4472	.3622	.4427
05	0	011	100	.5459	.6039	.2754	.399	.4712
04	0	008	100	.5412	.5741	.3953	.3169	.446
09	0	008	100	.4613	.4688	.2918	.2612	.2886
02	0	009	100	.4624	.4624	.2803	.3429	.389
01	0	010	100	.4796	.4608	.3605	.3156	.3406
07	0	009	100	.5124	.5317	.2837	.3819	.467
08	0	009	100	.6432	.6484	.4844	.4623	.4779
10	0	009	100	.4569	.5685	.3071	.3418	.4937
05	0	012	100	.567	.6031	.433	.2769	.4308
03	0	009	100	.5039	.5167	.3959	.2718	.3513
06	0	010	100	.5	.4534	.2267	.3963	.387
04	0	009	100	.5776	.5871	.4057	.3643	.4548
02	0	010	100	.5794	.5618	.4029	.4194	.4399
09	0	009	100	.5037	.5135	.4054	.2868	.2917
01	0	011	100	.5661	.5695	.4102	.3784	.4122
07	0	010	100	.6411	.6959	.3589	.4863	.6011
05	0	013	100	.6009	.6526	.3521	.4673	.5888
08	0	010	100	.6457	.6314	.5314	.4017	.4473
10	0	010	100	.5888	.6117	.4772	.2987	.4
