03	0	100	.0378	.0275
03	1	100	.0405	.0202
03	10	100	.0301	.0324
01	0	100	.0501	.039
07	0	100	.058	.0942
09	0	100	.0176	.0264
05	0	100	.0505	.0611
06	0	100	.0467	.0407
02	0	100	.0592	.0658
04	0	100	.027	.0377
10	0	100	.0703	.0658
03	11	100	.0446	.0312
08	0	100	.0571	.0505
01	1	100	.0341	.0366
07	1	100	.0844	.0719
05	1	100	.0348	.0557
09	1	100	.0335	.0307
06	1	100	.0294	.0357
04	1	100	.0466	.0488
10	1	100	.0524	.0576
02	1	100	.042	.0483
03	12	100	.0488	.0531
08	1	100	.0311	.0311
01	10	100	.0439	.0351
07	10	100	.0661	.0826
04	10	100	.0441	.0468
05	10	100	.0356	.0379
10	10	100	.0449	.0528
09	10	100	.0237	.0237
06	10	100	.0336	.036
03	13	100	.0502	.0568
02	10	100	.0479	.0479
08	10	100	.0365	.0426
01	11	100	.0359	.0261
07	11	100	.0594	.0764
03	14	100	.0547	.0495
05	11	100	.031	.031
10	11	100	.0686	.0844
02	11	100	.0487	.0516
04	11	100	.0479	.0697
09	11	100	.0406	.0427
06	11	100	.05	.0289
08	11	100	.0464	.0437
01	12	100	.0371	.0328
03	15	100	.0503	.0355
07	12	100	.0774	.071
05	12	100	.0315	.0287
10	12	100	.035	.0292
04	12	100	.0367	.0571
02	12	100	.049	.0449
09	12	100	.0296	.0272
06	12	100	.0444	.0422
08	12	100	.0448	.0468
01	13	100	.05	.0526
03	16	100	.0601	.0433
07	13	100	.0751	.0687
10	13	100	.0813	.0848
09	13	100	.0416	.039
04	13	100	.0402	.0697
06	13	100	.0362	.0339
05	13	100	.0407	.0378
08	13	100	.024	.0359
02	13	100	.0457	.0437
01	14	100	.0423	.0443
03	17	100	.0353	.0382
07	14	100	.0577	.0852
10	14	100	.0576	.0677
04	14	100	.044	.0535
09	14	100	.0462	.0462
06	14	100	.0441	.0501
05	14	100	.0426	.0365
08	14	100	.0444	.0423
02	14	100	.0417	.05
01	15	100	.0608	.0541
03	18	100	.0329	.0431
07	15	100	.0694	.0759
10	15	100	.0781	.0479
06	15	100	.0573	.0701
09	15	100	.0378	.0311
04	15	100	.0336	.038
02	15	100	.0572	.0438
05	15	100	.0425	.0425
08	15	100	.0437	.0458
03	19	100	.0286	.02
01	16	100	.0368	.0343
07	16	100	.0727	.0667
10	16	100	.0537	.0384
04	16	100	.0426	.0547
06	16	100	.0389	.0365
03	2	100	.0822	.0661
09	16	100	.0354	.0354
05	16	100	.0313	.0313
02	16	100	.0318	.0273
08	16	100	.0589	.0549
01	17	100	.0437	.0415
07	17	100	.0764	.0831
10	17	100	.0997	.094
04	17	100	.0346	.037
06	17	100	.0533	.0355
03	20	100	.0561	.0461
09	17	100	.0252	.028
02	17	100	.0548	.0548
05	17	100	.0315	.0315
08	17	100	.055	.0571
01	18	100	.0347	.0312
07	18	100	.0613	.0731
10	18	100	.0724	.0702
03	21	100	.0548	.0548
06	18	100	.0323	.0403
04	18	100	.0541	.0418
02	18	100	.0414	.0446
09	18	100	.0281	.0421
05	18	100	.0445	.0424
01	19	100	.0475	.0415
08	18	100	.0884	.0419
07	19	100	.0669	.09
10	19	100	.0541	.0595
03	22	100	.0326	.0351
04	19	100	.0492	.0437
06	19	100	.0524	.0546
02	19	100	.0427	.0385
05	19	100	.0474	.0495
01	2	100	.0383	.0485
08	19	100	.0703	.0568
09	19	100	.026	.028
07	2	100	.0573	.0955
03	23	100	.0361	.0401
10	2	100	.0536	.0536
02	2	100	.0375	.0461
06	2	100	.0622	.0576
04	2	100	.046	.0397
05	2	100	.0377	.044
08	2	100	.0368	.0435
01	20	100	.0321	.0428
