09	2	500	.0109	.0082
05	2	500	.0144	.0206
06	2	500	.0068	.0023
03	2	500	.016	.016
01	2	500	.0219	.0175
07	2	500	.0255	.0446
08	20	500	.0149	.0238
10	25	500	.0472	
04	2	500	.0197	.0246
02	20	500	.0216	.0189
03	20	500	.0233	.0163
09	20	500	.0169	.0112
06	20	500	.027	.0243
05	20	500	.0203	.0183
10	3	500	.0177	
07	20	500	.0419	.0516
01	20	500	.0184	.0342
08	21	500	.0308	.0308
04	20	500	.0133	.0267
02	21	500	.0242	.0374
10	4	500	.0146	
09	21	500	.01	.0134
06	21	500	.0044	.0088
03	21	500	.0104	.0104
05	21	500	.0114	.0142
01	21	500	.0548	.0516
04	21	500	.026	.0223
07	21	500	.0273	.0545
08	22	500	.0278	.0317
10	5	500	.0226	
02	22	500	.0383	.0164
06	22	500	.0333	.0185
03	22	500	.0172	.0207
09	22	500	.0244	.02
05	22	500	.0213	.0236
10	6	500	.0154	
01	22	500	.0168	.0126
04	22	500	.0093	.0233
08	23	500	.0112	.0067
07	22	500	.0256	.0363
02	23	500	.0143	.0086
03	23	500	.0103	.0137
10	7	500	.0395	
06	23	500	.0157	.0209
09	23	500	.012	.0141
05	23	500	.0101	.0101
04	23	500	.0282	.0369
08	3	500	.0261	.0284
01	23	500	.0181	.012
07	23	500	.0331	.0475
10	8	500	.0405	
03	24	500	.0218	.0306
06	24	500	.0219	.0175
02	24	500	.0266	.0307
05	24	500	.0195	.0228
09	24	500	.0105	.0063
01	24	500	.0169	.0169
10	9	500	.0187	
04	24	500	.0276	.0517
08	4	500	.0115	.0086
07	24	500	.0321	.0612
06	25	500	.0072	.0217
03	3	500	.0077	.0153
02	3	500	.0355	.029
05	3	500	.0163	.0163
09	3	500	.0176	.022
01	3	500	0	.0065
04	3	500	.022	.0314
08	5	500	.0176	.0154
07	3	500	.0366	.0528
06	3	500	.0159	.0159
03	4	500	.0131	.0175
02	4	500	.0168	.0168
05	4	500	.0308	.0231
09	4	500	.0108	.0151
01	4	500	.0131	.0261
04	4	500	.0157	.0201
07	4	500	.0256	.0341
08	6	500	.0285	.0244
06	4	500	.0142	.0057
02	5	500	.0096	.0127
03	5	500	.0273	.0352
05	5	500	.0286	.025
09	5	500	.0158	.0158
01	5	500	.0221	.0161
04	5	500	.0219	.0246
07	5	500	.0386	.0604
08	7	500	.0296	.0233
02	6	500	.0299	.0214
06	5	500	.0145	.0207
03	6	500	.0192	.022
05	6	500	.0223	.0201
09	6	500	.0161	.0295
01	6	500	.0315	.0338
04	6	500	.0206	.0283
07	6	500	.025	.0375
08	8	500	.007	.007
06	6	500	.0162	.0115
03	7	500	.0202	.0225
02	7	500	.0044	.0067
05	7	500	.0231	.0252
09	7	500	.0192	.0171
04	7	500	.0114	.0398
07	7	500	.0219	.0438
01	7	500	.0147	.0147
08	9	500	.0104	.0146
06	7	500	.0194	.0227
03	8	500	.0218	.0196
02	8	500	.0135	.0158
05	8	500	.0066	.0087
09	8	500	.0084	.0084
04	8	500	.022	.0317
07	8	500	.0183	.0313
01	8	500	.0175	.0175
06	8	500	.0266	.0299
03	9	500	.0162	.0162
02	9	500	.0113	.0135
05	9	500	.0383	.0314
09	9	500	.0203	.0116
04	9	500	.0246	.0344
07	9	500	.0451	.0587
01	9	500	.0281	.0255
06	9	500	.0346	.0163
