03	0	001	100	.3816	.4825	.1842	.3013	.4367
04	0	001	100	.4848	.5253	.4074	.2357	.3805
02	0	001	100	.4589	.4416	.3853	.1595	.1897
01	0	001	100	.3535	.3906	.2896	.1443	.2349
03	0	002	100	.3624	.4236	.2707	.2304	.2652
07	0	001	100	.6494	.6526	.5097	.343	.4563
10	0	001	100	.9338	.91289	.2822	.92361	.8993
05	0	001	100	.8357	.8415	.2622	.8218	.8247
09	0	001	100	.8909	.8732	.4454	.8824	.85
06	0	001	100	.4144	.442	.3812	.1625	.2452
08	0	001	100	.5138	.547	.3287	.405	.4766
02	0	002	100	.3151	.3529	.1933	.1765	.2353
04	0	002	100	.3645	.3846	.2709	.2	.2733
01	0	002	100	.5156	.5156	.4221	.2138	.2241
03	0	003	100	.6099	.6054	.4664	.2768	.4241
10	0	002	100	.6168	.6138	.524	.2866	.397
09	0	002	100	.3904	.4157	.3596	.1345	.2017
05	0	002	100	.5399	.5923	.4408	.25	.3874
07	0	002	100	.7069	.6828	.6314	.2651	.259
08	0	002	100	.3259	.3287	.2786	.1083	.1111
06	0	002	100	.56	.5467	.4427	.2899	.3059
02	0	003	100	.4746	.4703	.339	.2489	.2574
04	0	003	100	.2734	.2976	.1557	.169	.2069
01	0	003	100	.5971	.5935	.5719	.1434	.1935
03	0	004	100	.48	.4933	.28	.3053	.4071
09	0	003	100	.5196	.4972	.4693	.1309	.0975
07	0	003	100	.6405	.6993	.1993	.6189	.6808
05	0	003	100	.4807	.5221	.3591	.2865	.3912
10	0	003	100	.594	.5761	.4239	.3363	.378
08	0	003	100	.4294	.4633	.2938	.2423	.3296
06	0	003	100	.4453	.4733	.3868	.1802	.2766
02	0	004	100	.4274	.4758	.25	.2771	.3775
01	0	004	100	.45	.4464	.3679	.1673	.1637
03	0	005	100	.97059	.97059	.3725	.9561	.96098
04	0	004	100	.5034	.5748	.3265	.3559	.4644
09	0	004	100	.6209	.6126	.5412	.2033	.2005
07	0	004	100	.6699	.7217	.4531	.5452	.6161
05	0	004	100	.3405	.429	.252	.1818	.3342
06	0	004	100	.6921	.7447	.4026	.6063	.6667
08	0	004	100	.5068	.5368	.3106	.3315	.3913
10	0	004	100	.75	.775	.4781	.6698	.6978
02	0	005	100	.5187	.5394	.4564	.1694	.219
01	0	005	100	.5317	.507	.4507	.2035	.1509
04	0	005	100	.4742	.5194	.3129	.2765	.328
09	0	005	100	.3031	.3088	.2606	.0904	.1271
03	0	006	100	.4914	.5474	.3362	.309	.4249
07	0	005	100	.4573	.4726	.3262	.2896	.3628
10	0	005	100	.6172	.5905	.4985	.3107	.3432
05	0	005	100	.3351	.3773	.2296	.1947	.2895
08	0	005	100	.4854	.4934	.4403	.1402	.1878
06	0	005	100	.3484	.3856	.2846	.1538	.2599
02	0	006	100	.4772	.4481	.361	.1736	.2025
01	0	006	100	.4836	.5395	.3388	.3246	.4295
03	0	007	100	.464	.545	.2477	.3363	.4619
04	0	006	100	.3453	.3518	.2964	.1201	.1201
09	0	006	100	.4378	.4405	.2892	.3046	.3288
07	0	006	100	.5701	.5541	.4363	.3683	.3841
05	0	006	100	.467	.5277	.3034	.3158	.4447
08	0	006	100	.4864	.5	.3832	.2683	.3171
10	0	006	100	.4302	.4815	.2934	.2642	.3807
06	0	006	100	.487	.5234	.3984	.2338	.3195
