04	0	100	0.000162265	.027	0.000397106	.0377	0.00647851	.0404
03	0	100	0.000132416	.0378	0.000247123	.0275	0.000568525	.0653
07	0	100	0.0513146	.058	0.0263809	.0942	0.0251166	.087
10	0	100	0.00361153	.0703	0.00367398	.0658	0.00652304	.0998
01	0	100	0.00760296	.0501	0.00740273	.039	0.00645945	.0696
02	0	100	0.0003312	.0592	0.0450905	.0658	0.0529006	.0757
08	0	100	0.00580833	.0571	0.00584901	.0505	0.00530327	.0637
06	0	100	0.0032126	.0467	8.39568e-05	.0407	0.0168358	.0691
05	0	100	0.0015701	.0505	0.00150568	.0611	0.00371889	.0674
09	0	100	0.000510411	.0176	0.000553322	.0264	0.000611784	.0463
07	1	100	0.0926296	.0844	0.0853066	.0719	0.0792614	.0719
03	1	100	9.38684e-05	.0405	3.2164e-05	.0202	0.0062372	.0809
04	1	100	0.00012976	.0466	0.000548595	.0488	0.00300126	.0687
01	1	100	0.0338227	.0341	0.00826994	.0366	0.0159688	.061
08	1	100	9.56968e-05	.0311	9.76743e-05	.0311	0.00137014	.0556
10	1	100	0.00295811	.0524	0.000749721	.0576	0.0345979	.0916
05	1	100	0.004153	.0348	0.00461746	.0557	0.0045417	.0418
02	1	100	0.0247282	.042	0.0249089	.0483	0.00171057	.0672
09	1	100	0.0106781	.0335	0.0110638	.0307	0.00153766	.0559
06	1	100	0.0053262	.0294	0.00517961	.0357	0.00546013	.0756
07	10	100	0.000391923	.0661	0.0195614	.0826	0.00402263	.095
03	10	100	8.16037e-05	.0301	0.00210419	.0324	0.00367722	.0671
04	10	100	0.000123004	.0441	0.000125035	.0468	0.00284691	.0744
08	10	100	0.000300022	.0365	0.0356259	.0426	0.050743	.0669
01	10	100	0.0180116	.0439	0.0197986	.0351	0.0653815	.0746
10	10	100	0.000631485	.0449	0.00528203	.0528	0.00941838	.0765
05	10	100	0.00761297	.0356	0.00232567	.0379	0.00734086	.0713
09	10	100	0.000169873	.0237	0.000216522	.0237	0.000179039	.0388
06	10	100	0.000721452	.0336	3.33667e-05	.036	0.00714759	.0671
02	10	100	0.00124344	.0479	0.00499685	.0479	0.00146644	.0854
