13597627896	13592645073	.0533	.0562		06
21371431906	21371431906	.0323	.0323		06
45073635424	45209796571	.0524	.0633		06
5230892785	5229659949	.0564	.0639		06
66126158673	65875515963	.0458	.0817		06
20906895749	20906437754	.0485	.0512		06
45058112251	45194770040	.0374	.0286		06
	06
30237726279	30213111812	.058	.0676		07
10346752451	10336901625	.0844	.0813		07
48719394693	48713320623	.0573	.0658		07
16781070722	16767762859	.0702	.0843		07
12819591275	12740380277	.0455	.0515		07
56462735562	56454644538	.0528	.0711		07
47830052783	47838226791	.0576	.0618		07
8967747284	8951453475	.0559	.0658		07
55506565015	55499057264	.0702	.0764		07
23860900791	23703464515	.0655	.0831		07
54630693728	54628630843	.0661	.0723		07
38378011270	38108234946	.0594	.0722		07
9774324178	9772695443	.0774	.0903		07
44520278846	44506729686	.0751	.0837		07
16970004179	16919687249	.0577	.0769		07
46296964830	46564149068	.0694	.0738		07
12595935153	12581470989	.0727	.0879		07
38538398610	38481007059	.0764	.0787		07
32635212060	32633579318	.0613	.0613		07
48920404920	48920404920	.0669	.0669		07
8560103951	8531858015	.0717	.101		07
5799079272	5755555689	.0438	.0876		07
22160625719	22159627226	.0601	.0627		07
56677353999	56654176275	.0772	.0813		07
14956482139	14956267704	.0462	.0434		07
45279419312	45263181300	.0571	.0615		08
42424767584	42423659194	.0311	.0333		08
8728206237	8728206237	.0368	.0368		08
40031925249	40042442226	.0381	.0359		08
20239377079	20228136769	.0453	.0507		08
18021410004	18020121764	.0508	.0615		08
33926970129	33926206641	.0474	.0498		08
15044044652	15044041429	.0288	.0317		08
12297552666	12295499913	.0495	.0557		08
14548684388	14531864804	.0551	.0696		08
12309121056	12309121056	.0365	.0365		08
17795120723	17780564473	.0464	.0437		08
62004126263	62012945666	.0448	.0591		08
14267617299	14263628340	.024	.0269		08
53679023379	53679009848	.0444	.0423		08
55342192398	55328932748	.0437	.0583		08
58557798098	58505863985	.0589	.0671		08
49673061019	49654347358	.055	.0655		08
33476047729	34339006786	.0884	.0558		08
18983430288	18968416542	.0703	.0784		08
31858040379	31877656358	.067	.0574		08
56470360042	56358207294	.0413	.0599		08
44890631184	44886046026	.0615	.0571		08
34795753822	34793546058	.0351	.0445		08
2356875149	2356875149	.0234	.0234		08
49653971376	49653961485	.0176	.0198		09
20347470618	20345445934	.0335	.0307		09
16648349964	16648349964	.0552	.0552		09
64289483616	64285999350	.0329	.0349		09
29178563499	29178443209	.05	.0525		09
20281487409	20271527513	.0298	.0461		09
42171336047	42162299930	.0229	.0366		09
24190806856	24189536864	.029	.0317		09
22145802879	22145802879	.0429	.0429		09
47882265350	47882265350	.0529	.0529		09
54389808515	54388548566	.0237	.0302		09
57125599825	57043382932	.0406	.0427		09
30170866126	30169288628	.0296	.0321		09
25959472212	25959472212	.0416	.0416		09
23389242386	23381757321	.0462	.0652		09
50015313254	50003623357	.0378	.0467		09
61780028858	61757131192	.0354	.0542		09
19756291164	19755419655	.0252	.028		09
18635266874	18627365210	.0281	.0281		09
72341774614	72341774614	.026	.026		09
22529225966	22453577752	.0399	.0399		09
38748322240	38712244431	.021	.028		09
46796403585	46796403585	.0423	.0423		09
69908792073	69836035191	.0382	.0402		09
1775099	1775099	.0303	.0303		09
32255981079	32157019351	.0703	.0998		10
