856	500	uDance
1544	1000	uDance
2043	2000	uDance
2959	4000	uDance
7204	8000	uDance
16690	16000	uDance
46659	32000	uDance
104633	64000	uDance
1062.6672	500	concat
2123.6747	1000	concat
4306.7637	2000	concat
8813.0520	4000	concat
18264.8953	8000	concat
38027.8848	16000	concat
82110.9730	32000	concat
1752.0189	500	FT2+ASTRAL
12363.9673	1000	FT2+ASTRAL
62678.1675	2000	FT2+ASTRAL
